dataID	context	indices_target_token	indices_target_sentence	lemma
176_(John 15:13)	Teach your children to honor those who have made freedom possible by paying the ultimate price 🇺🇸: Greater love has no one than this: to lay down one's life for one's friends.	99:174	0:175	Greater love has no one than this: to lay down one's life for one's friends
188_(John 15:13)	Word of the Day: Greater love has no one than this: to lay down one's life for one's friends. Dear Jesus, You died to give me life everlasting. May I live with gratitude for this gift and share it with those you put in my path. Amen.	17:92	0:233	Greater love has no one than this: to lay down one's life for one's friends
167_(John 15:13)	For those lost in action.. that's love. Love of your country. Verse of the day: Greater love has no one than this: to lay down one's life for one's friend	80:154	0:154	Greater love has no one than this: to lay down one's life for one's friend
171_(John 15:13)	Noone has ever loved you like Lord #JesusChrist He chose to go through torture and sacrificed himself for all of us. Crucifixion was the most painful death invented by the romans. Greater love has no one than this: to lay down one's life for one's friends.	180:255	0:256	Greater love has no one than this: to lay down one's life for one's friends
169_(John 15:13)	I don't consider myself super patriotic, but I respect those who serve and put themselves on the line. Kind of felt I should do this. Happy Memorial Day, and thank you for your service. Greater love has no one than this: to lay down one's life for one's friends.	186:261	0:262	Greater love has no one than this: to lay down one's life for one's friends
162_(John 15:13)	"Greater love has no one than this: to lay down one's life for one's friends" Putin tells the assembled crowd as he quotes the Bible. This lunatic is now invoking the scriptures to justify killing innocent people.	1:76	0:213	Greater love has no one than this: to lay down one's life for one's friends
180_(John 15:13)	It's the wonderful pride month!! ❤ 🧡 💛 💚 💙 💜 Honestly pride is everyday! Love is love don't forget I love you ❤ Remember this!: "My command is this: Love each other as I have loved you. Greater love has no one than this: to lay down one's life for one's friends."	186:261	0:263	Greater love has no one than this: to lay down one's life for one's friends
173_(John 15:13)	Today we honor, thank, and remember the brave men and women of the United States Armed Forces who made the ultimate sacrifice for our country and freedoms. Greater love has no one than this: to lay down one's life for one's friends.	156:231	0:232	Greater love has no one than this: to lay down one's life for one's friends
194_(John 15:13)	Vinny, the top dog, made me think of a Bible verse: Greater love has no one than this: to lay down one's life for one's friends. Vinny is a very good friend and a very good boy too 🐾 💙. What a great example sweet dog!	52:127	0:217	Greater love has no one than this: to lay down one's life for one's friends
182_(John 15:13)	My command is this: Love each other as I have loved you. Greater love has no one than this: to lay down one's life for one's friends. ... Gay, Lesbian, Trans, Queer, Always Love other people whatever they are.	57:132	0:209	Greater love has no one than this: to lay down one's life for one's friends
183_(John 15:13)	Jesus does not command you to hate gay people or anybody. It's quite the opposite. Jesus said: "My command is this: Love each other as I have loved you. Greater love has no one than this: to lay down one's life for one's friends.". Christians = love every 1	153:228	0:257	Greater love has no one than this: to lay down one's life for one's friends
181_(John 15:13)	Christ expressed his love "by his action" of forfeiting his life in order to provide everlasting life for repentant sinners. Greater love has no one than this: to lay down one's life for one's friends.	125:200	0:201	Greater love has no one than this: to lay down one's life for one's friends
166_(John 15:13)	Thank you to the men and women that have paid the ultimate sacrifice for our country. God bless you and your families. Thank you to my grandfather Vern Breuer, US Army WWII veteran. RIP. "Greater love has no one than this: to lay down one's life for one's friends".	188:263	0:265	Greater love has no one than this: to lay down one's life for one's friends
165_(John 15:13)	Lord comfort those whom our brave men and women, who served our country, have left behind. Forgive our sins, heal our land, and bring this country back to you. In Jesus name! "Greater love has no one than this: to lay down one's life for one's friends".	176:251	0:253	Greater love has no one than this: to lay down one's life for one's friends
164_(John 15:13)	Scripture says, "Greater love has no one than this: to lay down one's life for one's friends". In honor of Memorial Day, let's honor the gift of freedom our service members have given us by saying thank you with our actions, and choosing to love and honor others.	17:92	0:263	Greater love has no one than this: to lay down one's life for one's friends
193_(John 15:13)	God honours sacrifice. And our sacrifices touch God's heart and moves his hand. Jesus commanded that we love one another like he has loved us. Greater love has no one than this: to lay down one's life for one's friends.	143:218	0:219	Greater love has no one than this: to lay down one's life for one's friends
175_(John 15:13)	May we never forget the men and women who paid the ultimate price for our freedom. There is no greater sacrifice. Greater love has no one than this: to lay down one's life for one's friends.	114:189	0:190	Greater love has no one than this: to lay down one's life for one's friends
186_(John 15:13)	It's not a competition, my dear Muslim brother. Our love for Christ knows no bounds as we believe "Greater love has no one than this: to lay down one's life for one's friends" and we believe Jesus Died for our sins that we may live.	99:174	0:232	Greater love has no one than this: to lay down one's life for one's friends
163_(John 15:13)	It is to get people out of their misery, out of this genocide. "Greater love has no one than this: to lay down one's life for one's friends.." #Putin #UkraineRussiaWar #StopPutinNOW	64:139	0:181	Greater love has no one than this: to lay down one's life for one's friends
161_(John 15:13)	At a large Crimean event today Putin quoted the Bible to defend the special military operation in Ukraine which has killed thousands and displaced millions. His words "Greater love has no one than this: to lay down one's life for one's friends". And people were cheering him. Madness!!!	168:243	0:286	Greater love has no one than this: to lay down one's life for one's friends
189_(John 15:13)	And no, dear Putin! The Gospel (Greater love has no one than this: to lay down one's life for one's friends) is not quoted out of turn in rallies. All the more so because you are killing and not giving life.	32:107	0:207	Greater love has no one than this: to lay down one's life for one's friends
191_(John 15:13)	"Greater love has no one than this: to lay down one's life for one's friends." Actually: "Greater love has no one than this, that someone bring a Nintendo Ultra Hand(tm) for wyr wife"	1:76	0:183	Greater love has no one than this: to lay down one's life for one's friends
178_(John 15:13)	Greater love has no one than this: to lay down one's life for one's friends. Note how that verse says nothing about ones choice of partner or spouse. I fully support you @Chasten and @PeteButtigieg as a fellow Christian. #LoveKnowsNoBounds #Pride	0:75	0:246	Greater love has no one than this: to lay down one's life for one's friends
