lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him				487_(Luke 17:3)-c2		"Here's another command from the lips of Jesus: ""Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him"". Jesus had a number of specific ways in which we were to express that love brother."	48:149	0:234
Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him				488_(Luke 17:3)-c2		"""Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him."" How do we rebuke a fellow Christian in today's culture?"	1:102	0:160
Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him				483_(Luke 17:3)-c2		"You don't judge other Christians in your church?""Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him"""	49:150	0:151
Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him				486_(Luke 17:3)-c2		"""Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him."" We can rebuke and correct our neighbor without claiming to pass final judgement upon him."	1:102	0:194
Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him				494_(Luke 17:3)-c1		"Forgiveness is conditional. ""Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him."" This was part of the text for this morning's message. Funny you should mention it."	29:130	0:215
Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him				481_(Luke 17:3)-c2		Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him. I agree it is our duties as Christians to inform people of their sin. Only true penance can come from them but at least let's give them a chance	0:101	0:247
Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him				484_(Luke 17:3)-c2		"I 100% agree.. sending him to jail is the only way to make evil accountable. Luke 17:3 says it well. ""Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him."" As ❤️ ❤️ 😍 has NEVER repented, he 100% should be rebuked.. Well done you got it."	102:203	0:286
Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him				493_(Luke 17:3)-c2		Forgiveness is conditional. Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him.	28:129	0:130
Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him				492_(Luke 17:3)-c2		"Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him. Those are the words of Jesus. Holding each other accountable isn't ""godding."" It's loving. This priest has pointed out unrepentant sin. If Biden repents, then he should be forgiven."	0:101	0:284
Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him				486_(Luke 17:3)-c1		"People often point out the passage in Matt. 7:3. Hypocrisy is indeed bad. However, our Lord also said in Luke 17:3 ""Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him"". We are commanded by our Lord to rebuke each other if necessary and to forgive if the brother or sister repents. But if you find yourself always being the rebuker and not the rebuke-ee, it's time step back and refer to Matt. 7:3 again."	116:217	0:454
Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him				481_(Luke 17:3)-c1		Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him. I never said I'm not a sinner, but I have been washed. There's a difference. I am clean in the eyes of the father. We're to hold people accountable.	0:101	0:251
Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him				482_(Luke 17:3)-c2		"Amen, we are all sinners, but Jesus says: ""Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him.""We should treat everyone the same, as sinners who need the saving power of Jesus, to tell them to ""sin no more"" like Jesus said."	43:144	0:274
Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him				488_(Luke 17:3)-c1		"""Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him, and if he sins against you seven times in the day, and turns to you seven times, saying, I repent, you must forgive him."" Love doesn't mean you tolerate or accept the sin"	1:102	0:274
Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him				489_(Luke 17:3)-c2		Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him. Tell your leader to repent.	0:101	0:130
Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him				484_(Luke 17:3)-c1		"Most do not consider diligence in rebuking others a manifestation of ""paying attention to yourself,"" and yet it is because we are not permitted to be apathetic to sin:""Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him"""	168:269	0:270
Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him				487_(Luke 17:3)-c1		We don't want u dead no, it's not agenda.. the only thing here is you have refused to repent n turn to normal the Bible you're fronting says .. whoever is not wi u is against you. Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him	180:281	0:281
Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him				493_(Luke 17:3)-c1		Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him. Its NOT Christian to be a completely weak pacifist. That's not just a random Bible verse thats Jesus himself speaking.	0:101	0:221
Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him				490_(Luke 17:3)-c1		Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him. We need to apologize and repent from brothers-sisters first, if we don’t although we have a chance, Lord may not be forgive us.	0:101	0:230
Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him				495_(Luke 17:3)-c2		What does forgiveness with the Father look like without a restoration of the relationship? Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him	91:192	0:192
Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him				485_(Luke 17:3)-c2		Finally, this is Scripture's command: Take heed to yourselves. If your brother sins against you, rebuke him; and if he repents, forgive him. The aim is correct him. Failing to do so, is not only disobedience but also WICKEDNESS ON OUR PART to our brother, Pastor Paul Adefarasin.	38:139	0:279
