dataID	context	indices_target_token	indices_target_sentence	lemma
29_(1 Timothy 2:12)	Oh you like the Bible huh? But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence. So why don't you shut your mouth and get back in the kitchen like the Bible says	27:84	0:201	But I suffer not a woman to teach, nor to usurp authority
20_(1 Timothy 2:12)	But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence. Suffer means Allow. Woman means Not a man. Teach means Instruct. Usurp means Steal, Defraud. Silence mean 'Ladies, shut your mouth'. THIS ONE VERSE would CURE feminism, quell gossip, and stop emotionalism.	0:57	0:299	But I suffer not a woman to teach, nor to usurp authority
5_(1 Timothy 2:12)	The rise of the God squad in congress among conservative females has me thinking, did all these voters who claim to be Christian sleep through Bible Study? "But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence." The Bible: "I permit no woman to teach or to have authority over men; she is to keep silent." "I do not allow them to teach or to have authority over men; they must keep quiet." The moral here is among the conservative camp? Women do not belong in congress.	157:214	0:509	But I suffer not a woman to teach, nor to usurp authority
0_(1 Timothy 2:12)	I love my female pastor. She preaches happy, joy, joy, love, love. Who made the rules about who can be a pastor? "But I suffer not a woman to teach, nor to usurp authority over a man, but to be in silence."	114:171	0:206	But I suffer not a woman to teach, nor to usurp authority
28_(1 Timothy 2:12)	Are you thinking like you have some kind of authority? God doesn't think so! But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence.	77:134	0:170	But I suffer not a woman to teach, nor to usurp authority
24_(1 Timothy 2:12)	Since i was raised christian one of the verses that confirmed to me that i couldn't reconcile my feminist beliefs with the religion was 1 timothy 2:12. But i suffer not a woman to teach, nor to usurp authority over the man, but to be in silence.	152:209	0:245	But I suffer not a woman to teach, nor to usurp authority
25_(1 Timothy 2:12)	"But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence." You shouldn't base your belief and faith off of women	1:58	0:149	But I suffer not a woman to teach, nor to usurp authority
3_(1 Timothy 2:12)	But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence. Paul is pretty clear here. One's salvation does not hinge on it but if we are in defiance of clear Biblical order, we definitely have a serious problem.	0:57	0:246	But I suffer not a woman to teach, nor to usurp authority
8_(1 Timothy 2:12)	I do not permit a woman to teach or to exercise authority over a man; rather, she is to remain quiet. But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence.	102:159	0:195	But I suffer not a woman to teach, nor to usurp authority
9_(1 Timothy 2:12)	In my opinion, women are the crown/cream of the crop and lack nothing in smartness/ capabilities. But an overseer/ elder is not a role appointed to her in the Lord's church. "But I suffer not a woman to teach, nor to usurp authority over the man"	175:232	0:246	But I suffer not a woman to teach, nor to usurp authority
4_(1 Timothy 2:12)	Or that we have actually read a New Testament. Bible patriarchal (father first). "But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence. For Adam was first formed, then Eve." Reason given in text is patriarchy.	82:139	0:249	But I suffer not a woman to teach, nor to usurp authority
30_(1 Timothy 2:12)	Love is a flame that burns so bright. It fills our hearts with pure delight. It's a feeling that we can't ignore. A force that we can't help but adore. Love is patient, love is kind. It's a bond that's hard to find. So cherish love, and hold it dear. For it's a gift that's always near	152:181	0:285	Love is patient, love is kind
14_(1 Timothy 2:12)	Woman you are not allowed to talk back to a man. Stay silent as your god wanted and remember: But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence.	94:151	0:187	But I suffer not a woman to teach, nor to usurp authority
1_(1 Timothy 2:12)	Oh, how I love the commentaries of old! They weren't politically correct at all. But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence. The whole purpose of these weighty admonitions of the great founder of the Gentile Churches relegates Christian women to their own legitimate sphere of action and influence the quiet of their own homes.	81:138	0:377	But I suffer not a woman to teach, nor to usurp authority
6_(1 Timothy 2:12)	How about "Headship" in Christianity? How many female priests or pastors do you know? "But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence." The same thing happens in every religion. Extremists rise and women become chattel.	87:144	0:265	But I suffer not a woman to teach, nor to usurp authority
23_(1 Timothy 2:12)	If you were a true Christian, your beliefs would enslave you. You have no freedom in Christianity. No woman does. By Old testament standards, you're chattel.. "But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence."	160:217	0:254	But I suffer not a woman to teach, nor to usurp authority
13_(1 Timothy 2:12)	Christianity is not only bigoted, but misogynistic. Take a look at this misogynistic statement from their holy book The Bible "But I suffer not a woman to teach, nor to usurp authority over the man, but to be in silence."	127:184	0:221	But I suffer not a woman to teach, nor to usurp authority
