lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
Hatred_stirs_up_conflict_but_love_covers_over_all_wrongs				585_(Proverbs 10:12)-c1		"""Hatred stirs up conflict, but love covers over all wrong doings"" Still praying for her. But hatred towards those who pushed her away does nothing but harm."	1:58	0:156
Hatred_stirs_up_conflict_but_love_covers_over_all_wrongs				584_(Proverbs 10:12)-c1		"""... the mouth of the wicked conceals violence. (and) Hatred stirs up conflict, but LOVE covers over all wrongs."" Our Father has been dealing with me Belovèd. Let us Remember to PRAY for those in Sin, so God may smile on our Obedience & Restore America!"	54:111	0:253
Hatred_stirs_up_conflict_but_love_covers_over_all_wrongs				577_(Proverbs 10:12)-c1		"During #PrideMonth, let's remember that ""Hatred stirs up conflict, but love covers over all wrongs."" Embrace love, understanding, and acceptance for everyone, regardless of who they love. Together, we can build a more inclusive and compassionate world."	41:98	0:252
Hatred_stirs_up_conflict_but_love_covers_over_all_wrongs				582_(Proverbs 10:12)-c2		"A little bible wisdom for maintaining loving relationships:""Hatred stirs up conflict, but love covers over all wrongs."""	62:119	0:119
Hatred_stirs_up_conflict_but_love_covers_over_all_wrongs				572_(Proverbs 10:12)-c1		Let's choose today, to be motivated and moved by God's love. Hatred stirs up conflict, but love covers over all wrongs.	61:118	0:119
Hatred_stirs_up_conflict_but_love_covers_over_all_wrongs				579_(Proverbs 10:12)-c2		Today I forgive myself. I make room for grace by letting go of judgment & resentment. I acknowledge my errors & accountable for my actions. Forgiveness liberates me, & I'm free to soar to unlimited heights. Hatred stirs up conflict, but love covers over all wrongs.	207:264	0:265
Hatred_stirs_up_conflict_but_love_covers_over_all_wrongs				572_(Proverbs 10:12)-c2		"""Hatred stirs up conflict, but love covers over all wrongs."" When given the choice, choose love today. I pray you all have a wonderful Monday. God bless. ❤ ✌ "	1:58	0:158
Hatred_stirs_up_conflict_but_love_covers_over_all_wrongs				582_(Proverbs 10:12)-c1		"Hatred stirs up conflict, but love covers over all wrongs. Forgive those who you hate and love those who hate you. There is no progress in hate, only bitterness, my friend. Peter asked Jesus how often it is necessary to forgive, and Jesus replied, ""77 times"""	0:57	0:258
Hatred_stirs_up_conflict_but_love_covers_over_all_wrongs				573_(Proverbs 10:12)-c2		Hatred stirs up conflict, but love covers over all wrongs. Great job bringing up God but also straight up conflicting God's words by your own actions. Next time, think. Choose the love and actually use your brain. Love, a Christian fellow on the internet ♡	0:57	0:256
Hatred_stirs_up_conflict_but_love_covers_over_all_wrongs				573_(Proverbs 10:12)-c1		Lead by Love. Hatred stirs up conflict, but love covers over all wrongs.	14:71	0:72
Hatred_stirs_up_conflict_but_love_covers_over_all_wrongs				585_(Proverbs 10:12)-c2		Hatred stirs up conflict, but love covers over all wrongs. All sins being equal, why are so many Christians here instead of calling for a Free Palestine or end to Eritrean genocide or any other places that sincerely need prayer and Gods attention, speaking about gays? The gays are all right; move around. 	60:117	0:306
Hatred_stirs_up_conflict_but_love_covers_over_all_wrongs				574_(Proverbs 10:12)-c1		"Is there someone you choose to love instead of hate today? ""Hatred stirs up conflict, but love covers over all wrongs.[forgiving and overlooking another's faults]."""	60:117	0:164
Hatred_stirs_up_conflict_but_love_covers_over_all_wrongs				576_(Proverbs 10:12)-c1		"people like you are the reason we are looked down upon. ""Hatred stirs up conflict, but love covers over all wrongs.""#PrideMonth"	57:114	0:127
Hatred_stirs_up_conflict_but_love_covers_over_all_wrongs				578_(Proverbs 10:12)-c1		Bible verses for Christians to remember during PRIDE month:Hatred stirs up conflict, but love covers over all wrongs	59:116	0:116
Hatred_stirs_up_conflict_but_love_covers_over_all_wrongs				574_(Proverbs 10:12)-c2		Gm saints. Let us show Godly love towards others. Have a blessed day. Hatred stirs up conflict, but love covers over all wrongs.	70:127	0:128
Hatred_stirs_up_conflict_but_love_covers_over_all_wrongs				583_(Proverbs 10:12)-c1		One should not be selective in posting bible verses to support ones bigotry. The word Love is mentioned over 700 times in the Bible. Love one another. It is that simple. #Loveisallyouneed Hatred stirs up conflict, but love covers over all wrongs	188:245	0:245
Hatred_stirs_up_conflict_but_love_covers_over_all_wrongs				583_(Proverbs 10:12)-c2		The truth is the bible thinks hatred is bad. Hatred stirs up conflict, but love covers over all wrongs.	45:102	0:103
Hatred_stirs_up_conflict_but_love_covers_over_all_wrongs				575_(Proverbs 10:12)-c2		"NHL players using God as their shield for being homophobic is goofy bc God's whole message is for us to love EVERYONE""Hatred stirs up conflict, but love covers over all wrongs."""	118:175	0:177
Hatred_stirs_up_conflict_but_love_covers_over_all_wrongs				578_(Proverbs 10:12)-c2		In this #PrideMonth, let's celebrate love in all its forms! Remember, 'Hatred stirs up conflict, but love covers over all wrongs.' Embrace diversity, stand up against discrimination, and spread love and acceptance for every member of the LGBTQ+ community.	71:128	0:255
