instanceID	label	comment	annotator
pair_99_(1 Timothy 2:12)	4		iosakwe
pair_37_(1 Timothy 2:12)	2		iosakwe
pair_9_(1 Timothy 2:12)	4		iosakwe
pair_77_(Hosea 8:7)	2		iosakwe
pair_59_(Hosea 8:7)	2		iosakwe
pair_43_(Hosea 8:7)	3		iosakwe
pair_89_(1 Timothy 2:12)	4		iosakwe
pair_114_(1 Timothy 2:12)	1		iosakwe
pair_8_(Hosea 8:7)	1		iosakwe
pair_44_(1 Timothy 2:12)	2		iosakwe
pair_26_(Hosea 8:7)	1		iosakwe
pair_38_(1 Timothy 2:12)	3		iosakwe
pair_41_(1 Timothy 2:12)	3		iosakwe
pair_55_(1 Timothy 2:12)	4		iosakwe
pair_70_(1 Timothy 2:12)	2		iosakwe
pair_128_(Hosea 8:7)	4		iosakwe
pair_132_(Hosea 8:7)	2		iosakwe
pair_25_(Hosea 8:7)	3		iosakwe
pair_32_(1 Timothy 2:12)	4		iosakwe
pair_63_(1 Timothy 2:12)	1		iosakwe
pair_85_(Hosea 8:7)	1		iosakwe
pair_83_(Hosea 8:7)	1		iosakwe
pair_3_(1 Timothy 2:12)	4		iosakwe
pair_77_(1 Timothy 2:12)	4		iosakwe
pair_113_(1 Timothy 2:12)	2		iosakwe
pair_108_(Hosea 8:7)	1		iosakwe
pair_20_(Hosea 8:7)	1		iosakwe
pair_22_(Hosea 8:7)	1		iosakwe
pair_39_(1 Timothy 2:12)	2		iosakwe
pair_23_(1 Timothy 2:12)	3		iosakwe
pair_136_(Hosea 8:7)	1		iosakwe
pair_36_(1 Timothy 2:12)	2		iosakwe
pair_24_(Hosea 8:7)	1		iosakwe
pair_115_(1 Timothy 2:12)	2		iosakwe
pair_14_(1 Timothy 2:12)	4		iosakwe
pair_7_(Hosea 8:7)	1		iosakwe
pair_22_(1 Timothy 2:12)	4		iosakwe
pair_1_(1 Timothy 2:12)	4		iosakwe
pair_116_(Hosea 8:7)	1		iosakwe
pair_31_(1 Timothy 2:12)	3		iosakwe
pair_130_(Hosea 8:7)	1		iosakwe
pair_57_(1 Timothy 2:12)	4		iosakwe
pair_103_(1 Timothy 2:12)	4		iosakwe
pair_92_(Hosea 8:7)	1		iosakwe
pair_88_(1 Timothy 2:12)	3		iosakwe
pair_132_(1 Timothy 2:12)	4		iosakwe
pair_120_(Hosea 8:7)	2		iosakwe
pair_61_(1 Timothy 2:12)	4		iosakwe
pair_2_(Hosea 8:7)	1		iosakwe
pair_84_(Hosea 8:7)	2		iosakwe
pair_79_(1 Timothy 2:12)	3		iosakwe
pair_12_(1 Timothy 2:12)	4		iosakwe
pair_106_(Hosea 8:7)	1		iosakwe
pair_123_(1 Timothy 2:12)	3		shur
pair_115_(1 Timothy 2:12)	3		shur
pair_11_(Hosea 8:7)	4		shur
pair_71_(1 Timothy 2:12)	4		shur
pair_137_(Hosea 8:7)	3		shur
pair_56_(1 Timothy 2:12)	2		shur
pair_32_(Hosea 8:7)	3		AndreaMariaC
pair_95_(Hosea 8:7)	3		AndreaMariaC
pair_111_(Hosea 8:7)	2		AndreaMariaC
pair_29_(Hosea 8:7)	3		AndreaMariaC
pair_48_(Hosea 8:7)	3		AndreaMariaC
pair_106_(Hosea 8:7)	2		AndreaMariaC
pair_89_(1 Timothy 2:12)	4		AndreaMariaC
pair_145_(Hosea 8:7)	2		AndreaMariaC
pair_52_(Hosea 8:7)	1		AndreaMariaC
pair_73_(1 Timothy 2:12)	3		AndreaMariaC
pair_97_(Hosea 8:7)	1		AndreaMariaC
pair_64_(1 Timothy 2:12)	2		AndreaMariaC
pair_81_(Hosea 8:7)	1		AndreaMariaC
pair_33_(Hosea 8:7)	2		AndreaMariaC
pair_9_(1 Timothy 2:12)	4		AndreaMariaC
pair_24_(1 Timothy 2:12)	2		AndreaMariaC
pair_127_(1 Timothy 2:12)	4		AndreaMariaC
pair_62_(Hosea 8:7)	1		AndreaMariaC
pair_97_(1 Timothy 2:12)	3		AndreaMariaC
pair_63_(1 Timothy 2:12)	2		AndreaMariaC
pair_36_(1 Timothy 2:12)	3		AndreaMariaC
pair_54_(1 Timothy 2:12)	1		AndreaMariaC
pair_17_(1 Timothy 2:12)	2		AndreaMariaC
pair_64_(Hosea 8:7)	1		AndreaMariaC
pair_11_(1 Timothy 2:12)	4		AndreaMariaC
pair_103_(Hosea 8:7)	2		AndreaMariaC
pair_76_(1 Timothy 2:12)	2		AndreaMariaC
pair_17_(Hosea 8:7)	2		AndreaMariaC
pair_2_(1 Timothy 2:12)	4		AndreaMariaC
pair_22_(Hosea 8:7)	1		AndreaMariaC
pair_40_(Hosea 8:7)	3		AndreaMariaC
pair_125_(1 Timothy 2:12)	4		AndreaMariaC
pair_35_(1 Timothy 2:12)	4		AndreaMariaC
pair_72_(1 Timothy 2:12)	3		AndreaMariaC
pair_12_(1 Timothy 2:12)	4		AndreaMariaC
pair_108_(Hosea 8:7)	1		AndreaMariaC
pair_27_(1 Timothy 2:12)	4		AndreaMariaC
pair_7_(1 Timothy 2:12)	1		AndreaMariaC
pair_142_(Hosea 8:7)	2		AndreaMariaC
pair_56_(1 Timothy 2:12)	1		AndreaMariaC
pair_140_(Hosea 8:7)	1		AndreaMariaC
pair_55_(Hosea 8:7)	4		AndreaMariaC
pair_22_(1 Timothy 2:12)	2		AndreaMariaC
pair_41_(1 Timothy 2:12)	1		AndreaMariaC
pair_79_(1 Timothy 2:12)	4		AndreaMariaC
pair_80_(Hosea 8:7)	1		AndreaMariaC
pair_117_(1 Timothy 2:12)	4		AndreaMariaC
pair_26_(1 Timothy 2:12)	4		AndreaMariaC
pair_102_(1 Timothy 2:12)	4		AndreaMariaC
pair_132_(1 Timothy 2:12)	4		AndreaMariaC
pair_70_(Hosea 8:7)	1		AndreaMariaC
pair_110_(Hosea 8:7)	2		AndreaMariaC
pair_74_(1 Timothy 2:12)	4		AndreaMariaC
pair_68_(1 Timothy 2:12)	4		AndreaMariaC
pair_50_(Hosea 8:7)	2		AndreaMariaC
pair_18_(Hosea 8:7)	1		AndreaMariaC
pair_25_(Hosea 8:7)	4		AndreaMariaC
pair_70_(1 Timothy 2:12)	1		AndreaMariaC
pair_13_(Hosea 8:7)	4		AndreaMariaC
pair_0_(1 Timothy 2:12)	4		AndreaMariaC
pair_74_(Hosea 8:7)	1		AndreaMariaC
pair_13_(1 Timothy 2:12)	2		AndreaMariaC
pair_41_(Hosea 8:7)	2		AndreaMariaC
pair_147_(1 Timothy 2:12)	4		AndreaMariaC
pair_47_(Hosea 8:7)	1		AndreaMariaC
pair_148_(Hosea 8:7)	1		AndreaMariaC
pair_80_(1 Timothy 2:12)	4		AndreaMariaC
pair_24_(Hosea 8:7)	1		AndreaMariaC
pair_44_(1 Timothy 2:12)	3		AndreaMariaC
pair_3_(Hosea 8:7)	2		AndreaMariaC
pair_33_(1 Timothy 2:12)	1		AndreaMariaC
pair_31_(Hosea 8:7)	1		AndreaMariaC
pair_4_(Hosea 8:7)	3		AndreaMariaC
pair_43_(Hosea 8:7)	1		AndreaMariaC
pair_122_(1 Timothy 2:12)	3		AndreaMariaC
pair_144_(Hosea 8:7)	1		AndreaMariaC
pair_9_(Hosea 8:7)	1		AndreaMariaC
pair_85_(Hosea 8:7)	1		AndreaMariaC
pair_1_(Hosea 8:7)	1		AndreaMariaC
pair_138_(1 Timothy 2:12)	3		AndreaMariaC
pair_37_(Hosea 8:7)	4		AndreaMariaC
pair_109_(Hosea 8:7)	1		AndreaMariaC
pair_31_(1 Timothy 2:12)	4		AndreaMariaC
pair_125_(Hosea 8:7)	1		AndreaMariaC
pair_128_(1 Timothy 2:12)	2		AndreaMariaC
pair_63_(Hosea 8:7)	1		AndreaMariaC
pair_99_(Hosea 8:7)	1		AndreaMariaC
pair_90_(1 Timothy 2:12)	4		AndreaMariaC
pair_68_(Hosea 8:7)	1		AndreaMariaC
pair_119_(1 Timothy 2:12)	2		AndreaMariaC
pair_144_(1 Timothy 2:12)	4		AndreaMariaC
pair_65_(Hosea 8:7)	4		AndreaMariaC
pair_76_(Hosea 8:7)	3		AndreaMariaC
pair_147_(Hosea 8:7)	1		AndreaMariaC
pair_109_(1 Timothy 2:12)	1		AndreaMariaC
pair_4_(1 Timothy 2:12)	2		AndreaMariaC
pair_82_(Hosea 8:7)	2		AndreaMariaC
pair_134_(1 Timothy 2:12)	3		AndreaMariaC
pair_139_(1 Timothy 2:12)	3		AndreaMariaC
pair_10_(Hosea 8:7)	1		AndreaMariaC
pair_71_(Hosea 8:7)	1		AndreaMariaC
pair_121_(1 Timothy 2:12)	3		AndreaMariaC
pair_30_(1 Timothy 2:12)	4		AndreaMariaC
pair_107_(1 Timothy 2:12)	2		AndreaMariaC
pair_123_(1 Timothy 2:12)	4		AndreaMariaC
pair_89_(Hosea 8:7)	2		AndreaMariaC
pair_11_(Hosea 8:7)	2		AndreaMariaC
pair_10_(1 Timothy 2:12)	4		AndreaMariaC
pair_69_(Hosea 8:7)	1		AndreaMariaC
pair_27_(Hosea 8:7)	1		AndreaMariaC
pair_48_(1 Timothy 2:12)	4		AndreaMariaC
pair_77_(Hosea 8:7)	1		AndreaMariaC
pair_30_(Hosea 8:7)	1		AndreaMariaC
pair_105_(Hosea 8:7)	2		AndreaMariaC
pair_102_(Hosea 8:7)	1		AndreaMariaC
pair_83_(1 Timothy 2:12)	2		AndreaMariaC
pair_14_(Hosea 8:7)	3		AndreaMariaC
pair_78_(1 Timothy 2:12)	3		AndreaMariaC
pair_78_(Hosea 8:7)	1		AndreaMariaC
pair_126_(1 Timothy 2:12)	3		AndreaMariaC
pair_75_(1 Timothy 2:12)	1		AndreaMariaC
pair_115_(1 Timothy 2:12)	3		AndreaMariaC
pair_96_(1 Timothy 2:12)	4		AndreaMariaC
pair_49_(1 Timothy 2:12)	2		AndreaMariaC
pair_59_(Hosea 8:7)	2		AndreaMariaC
pair_120_(Hosea 8:7)	2		AndreaMariaC
pair_137_(Hosea 8:7)	4		AndreaMariaC
pair_121_(Hosea 8:7)	3		AndreaMariaC
pair_86_(Hosea 8:7)	3		AndreaMariaC
pair_106_(1 Timothy 2:12)	2		AndreaMariaC
pair_137_(1 Timothy 2:12)	4		AndreaMariaC
pair_19_(1 Timothy 2:12)	3		AndreaMariaC
pair_143_(1 Timothy 2:12)	2		AndreaMariaC
pair_90_(Hosea 8:7)	1		AndreaMariaC
pair_143_(Hosea 8:7)	2		AndreaMariaC
pair_101_(Hosea 8:7)	1		AndreaMariaC
pair_124_(Hosea 8:7)	2		AndreaMariaC
pair_46_(Hosea 8:7)	1		AndreaMariaC
pair_8_(1 Timothy 2:12)	2		AndreaMariaC
pair_72_(Hosea 8:7)	1		AndreaMariaC
pair_122_(Hosea 8:7)	2		AndreaMariaC
pair_116_(Hosea 8:7)	2		AndreaMariaC
pair_66_(1 Timothy 2:12)	4		AndreaMariaC
pair_66_(Hosea 8:7)	3		AndreaMariaC
pair_21_(1 Timothy 2:12)	3		AndreaMariaC
pair_145_(1 Timothy 2:12)	2		AndreaMariaC
pair_129_(1 Timothy 2:12)	2		AndreaMariaC
pair_136_(1 Timothy 2:12)	4		AndreaMariaC
pair_135_(1 Timothy 2:12)	3		AndreaMariaC
pair_105_(1 Timothy 2:12)	3		AndreaMariaC
pair_34_(Hosea 8:7)	1		AndreaMariaC
pair_71_(1 Timothy 2:12)	3		AndreaMariaC
pair_123_(Hosea 8:7)	1		AndreaMariaC
pair_38_(1 Timothy 2:12)	3		AndreaMariaC
pair_67_(Hosea 8:7)	1		AndreaMariaC
pair_130_(1 Timothy 2:12)	4		AndreaMariaC
pair_15_(1 Timothy 2:12)	2		AndreaMariaC
pair_133_(1 Timothy 2:12)	3		AndreaMariaC
pair_98_(1 Timothy 2:12)	4		AndreaMariaC
pair_39_(1 Timothy 2:12)	2		AndreaMariaC
pair_46_(1 Timothy 2:12)	3		AndreaMariaC
pair_35_(Hosea 8:7)	2		AndreaMariaC
pair_42_(Hosea 8:7)	1		AndreaMariaC
pair_28_(Hosea 8:7)	1		AndreaMariaC
pair_117_(Hosea 8:7)	2		AndreaMariaC
pair_15_(Hosea 8:7)	1		AndreaMariaC
pair_129_(Hosea 8:7)	3		AndreaMariaC
pair_16_(1 Timothy 2:12)	2		AndreaMariaC
pair_59_(1 Timothy 2:12)	2		AndreaMariaC
pair_149_(1 Timothy 2:12)	3		AndreaMariaC
pair_5_(1 Timothy 2:12)	4		AndreaMariaC
pair_139_(Hosea 8:7)	1		AndreaMariaC
pair_49_(Hosea 8:7)	1		AndreaMariaC
pair_114_(Hosea 8:7)	1		AndreaMariaC
pair_134_(Hosea 8:7)	1		AndreaMariaC
pair_20_(Hosea 8:7)	1		AndreaMariaC
pair_113_(1 Timothy 2:12)	4		AndreaMariaC
pair_45_(1 Timothy 2:12)	2		AndreaMariaC
pair_21_(Hosea 8:7)	1		AndreaMariaC
pair_23_(Hosea 8:7)	1		AndreaMariaC
pair_75_(Hosea 8:7)	1		AndreaMariaC
pair_52_(1 Timothy 2:12)	3		AndreaMariaC
pair_86_(1 Timothy 2:12)	3		AndreaMariaC
pair_87_(1 Timothy 2:12)	4		AndreaMariaC
pair_6_(1 Timothy 2:12)	4		AndreaMariaC
pair_47_(1 Timothy 2:12)	4		AndreaMariaC
pair_140_(1 Timothy 2:12)	4		AndreaMariaC
pair_8_(Hosea 8:7)	1		AndreaMariaC
pair_61_(1 Timothy 2:12)	2		AndreaMariaC
pair_83_(Hosea 8:7)	1		AndreaMariaC
pair_149_(Hosea 8:7)	1		AndreaMariaC
pair_84_(1 Timothy 2:12)	4		AndreaMariaC
pair_135_(Hosea 8:7)	1		AndreaMariaC
pair_99_(1 Timothy 2:12)	4		AndreaMariaC
pair_73_(Hosea 8:7)	1		AndreaMariaC
pair_20_(1 Timothy 2:12)	4		AndreaMariaC
pair_146_(Hosea 8:7)	2		AndreaMariaC
pair_54_(Hosea 8:7)	1		AndreaMariaC
pair_118_(1 Timothy 2:12)	4		AndreaMariaC
pair_107_(Hosea 8:7)	4		AndreaMariaC
pair_92_(Hosea 8:7)	1		AndreaMariaC
pair_138_(Hosea 8:7)	1		AndreaMariaC
pair_40_(1 Timothy 2:12)	2		AndreaMariaC
pair_141_(Hosea 8:7)	1		AndreaMariaC
pair_108_(1 Timothy 2:12)	3		AndreaMariaC
pair_43_(1 Timothy 2:12)	4		AndreaMariaC
pair_23_(1 Timothy 2:12)	3		AndreaMariaC
pair_87_(Hosea 8:7)	3		AndreaMariaC
pair_14_(1 Timothy 2:12)	4		AndreaMariaC
pair_94_(Hosea 8:7)	4		AndreaMariaC
pair_34_(1 Timothy 2:12)	4		AndreaMariaC
pair_36_(Hosea 8:7)	1		AndreaMariaC
pair_60_(Hosea 8:7)	1		AndreaMariaC
pair_148_(1 Timothy 2:12)	3		AndreaMariaC
pair_115_(Hosea 8:7)	2		AndreaMariaC
pair_7_(Hosea 8:7)	1		AndreaMariaC
pair_116_(1 Timothy 2:12)	4		AndreaMariaC
pair_104_(Hosea 8:7)	2		AndreaMariaC
pair_100_(Hosea 8:7)	1		AndreaMariaC
pair_26_(Hosea 8:7)	1		AndreaMariaC
pair_45_(Hosea 8:7)	1		AndreaMariaC
pair_128_(Hosea 8:7)	3		AndreaMariaC
pair_5_(Hosea 8:7)	1		AndreaMariaC
pair_119_(Hosea 8:7)	1		AndreaMariaC
pair_141_(1 Timothy 2:12)	4		AndreaMariaC
pair_94_(1 Timothy 2:12)	3		AndreaMariaC
pair_0_(Hosea 8:7)	3		AndreaMariaC
pair_38_(Hosea 8:7)	1		AndreaMariaC
pair_29_(1 Timothy 2:12)	4		AndreaMariaC
pair_130_(Hosea 8:7)	1		AndreaMariaC
pair_53_(Hosea 8:7)	1		AndreaMariaC
pair_131_(Hosea 8:7)	1		AndreaMariaC
pair_12_(Hosea 8:7)	4		AndreaMariaC
pair_53_(1 Timothy 2:12)	3		AndreaMariaC
pair_62_(1 Timothy 2:12)	3		AndreaMariaC
pair_132_(Hosea 8:7)	1		AndreaMariaC
pair_82_(1 Timothy 2:12)	4		AndreaMariaC
pair_61_(Hosea 8:7)	1		AndreaMariaC
pair_57_(1 Timothy 2:12)	4		AndreaMariaC
pair_136_(Hosea 8:7)	2		AndreaMariaC
pair_114_(1 Timothy 2:12)	1		AndreaMariaC
pair_104_(1 Timothy 2:12)	4		AndreaMariaC
pair_32_(1 Timothy 2:12)	4		AndreaMariaC
pair_60_(1 Timothy 2:12)	4		AndreaMariaC
pair_58_(Hosea 8:7)	2		AndreaMariaC
pair_101_(1 Timothy 2:12)	3		AndreaMariaC
pair_100_(1 Timothy 2:12)	4		AndreaMariaC
pair_65_(1 Timothy 2:12)	4		AndreaMariaC
pair_3_(1 Timothy 2:12)	4		AndreaMariaC
pair_112_(Hosea 8:7)	1		AndreaMariaC
pair_37_(1 Timothy 2:12)	3		AndreaMariaC
pair_110_(1 Timothy 2:12)	3		AndreaMariaC
pair_56_(Hosea 8:7)	2		AndreaMariaC
pair_124_(1 Timothy 2:12)	4		AndreaMariaC
pair_51_(Hosea 8:7)	1		AndreaMariaC
pair_142_(1 Timothy 2:12)	3		AndreaMariaC
pair_39_(Hosea 8:7)	1		AndreaMariaC
pair_111_(1 Timothy 2:12)	3		AndreaMariaC
pair_69_(1 Timothy 2:12)	4		AndreaMariaC
pair_126_(Hosea 8:7)	1		AndreaMariaC
pair_58_(1 Timothy 2:12)	4		AndreaMariaC
pair_92_(1 Timothy 2:12)	3		AndreaMariaC
pair_16_(Hosea 8:7)	1		AndreaMariaC
pair_85_(1 Timothy 2:12)	2		AndreaMariaC
pair_146_(1 Timothy 2:12)	3		AndreaMariaC
pair_93_(Hosea 8:7)	2		AndreaMariaC
pair_77_(1 Timothy 2:12)	2		AndreaMariaC
pair_131_(1 Timothy 2:12)	4		AndreaMariaC
pair_93_(1 Timothy 2:12)	3		AndreaMariaC
