lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
This_is_the_day_that_the_Lord_has_made;_let_us_rejoice_and_be_glad_in_it				183_(Psalm 118:24)-c2		Good morning everyone!!! Enjoy your Sunday. This is the day that the Lord has made; let us rejoice and be glad in it! Low key Day for me.	44:116	0:137
This_is_the_day_that_the_Lord_has_made;_let_us_rejoice_and_be_glad_in_it				184_(Psalm 118:24)-c1		Happy Sunday Fam. Good Morning Heavenly Father and thank you for another day! For this is the day that the Lord has made; let us rejoice and be glad in it! Father I pray that the meditation of every heart, and the praise of every lip be pleasing to you today. In Jesus' name amen.	82:154	0:280
This_is_the_day_that_the_Lord_has_made;_let_us_rejoice_and_be_glad_in_it				188_(Psalm 118:24)-c1		Good morning, frens! Rise and shine. It's Sunday. This is the day that the Lord has made; let us rejoice and be glad in it! Have a blessed day full of so much hope, anything negative will retreat upon seeing you!	50:122	0:212
This_is_the_day_that_the_Lord_has_made;_let_us_rejoice_and_be_glad_in_it				194_(Psalm 118:24)-c2		Good morning, beloved ones! Psalm 118:24 declares that this is the day that the Lord has made; let us rejoice and be glad in it. This is your season to embrace joy, success, contentment, and happiness. Celebrate each moment, for blessings abound. Rejoice, for you are loved. 🌌🌞 😍	55:127	0:279
This_is_the_day_that_the_Lord_has_made;_let_us_rejoice_and_be_glad_in_it				180_(Psalm 118:24)-c1		There are two great days in a person's life-the day we are born & the day we discover why. Celebrating your birthday means you just don't get older, you exactly get better 😍🙏 "This is the day that the Lord has made; let us rejoice and be glad in it."	176:248	0:250
This_is_the_day_that_the_Lord_has_made;_let_us_rejoice_and_be_glad_in_it				192_(Psalm 118:24)-c2		"This is the day that the Lord has made; let us rejoice and be glad in it." Be blessed all of you my family of friends! You are treasured!	1:73	0:138
This_is_the_day_that_the_Lord_has_made;_let_us_rejoice_and_be_glad_in_it				182_(Psalm 118:24)-c1		Today is Sunday. "This is the day that the LORD has made; let us rejoice and be glad in it." Let these profound words resonate within your very being. Embrace the truth that each day is a precious gift lovingly bestowed upon us by our Heavenly Father, brimming with opportunity for joy, growth and boundless gratitude. Blessed sunday.	18:90	0:334
This_is_the_day_that_the_Lord_has_made;_let_us_rejoice_and_be_glad_in_it				183_(Psalm 118:24)-c1		Grace-filled Sunday! This is the day that the Lord has made; let us rejoice and be glad in it! Thank You Lord for the community who has weathered the storms and remain strong and purposeful! Be blessed	21:93	0:201
This_is_the_day_that_the_Lord_has_made;_let_us_rejoice_and_be_glad_in_it				181_(Psalm 118:24)-c1		Happy Sunday 🌌🌞 May this blessed day fill our heart with renewed hope and inspire us to walk in faith. Remember, as the Psalmist wrote: This is the day that the Lord has made; let us rejoice and be glad in it.	136:208	0:209
This_is_the_day_that_the_Lord_has_made;_let_us_rejoice_and_be_glad_in_it				188_(Psalm 118:24)-c2		This is the day that The LORD has made; let us rejoice and be glad in it. ~Psalm 118:24 . Have an amazing day everyone! 🌌🌤️	0:72	0:123
This_is_the_day_that_the_Lord_has_made;_let_us_rejoice_and_be_glad_in_it				184_(Psalm 118:24)-c2		Wishing everyone a blessed Sunday filled with joy, peace, love and divine favor! May your day be illuminated by the Word of God , uplift your spirit: "This is the day that the LORD has made; let us rejoice and be glad in it." ✨ 😍🙏 ❌ #SundayBlessings #JoyfulHeart	151:223	0:262
This_is_the_day_that_the_Lord_has_made;_let_us_rejoice_and_be_glad_in_it				190_(Psalm 118:24)-c1		The Bible says: This is the day that the Lord has made; let us rejoice and be glad in it. That is a great gift that God gives us! Thank you God for your great love! Let's all enjoy together in harmony and meditate on the word of God! 😍🙌 ❤️ 🌌 😍😍	16:88	0:244
This_is_the_day_that_the_Lord_has_made;_let_us_rejoice_and_be_glad_in_it				194_(Psalm 118:24)-c1		Good Sunday morning! Embrace this day with gratitude and joy. Psalm 118:24: "This is the day that the Lord has made; let us rejoice and be glad in it." May your day be blessed and filled with worship. Have a wonderful Sunday! 🌌🌞 😍🙏	77:149	0:231
This_is_the_day_that_the_Lord_has_made;_let_us_rejoice_and_be_glad_in_it				193_(Psalm 118:24)-c2		Good morning Patriots ☕ Happy Memorial Day weekend🌌🌌 Enjoy your day with faith and love. "This is the day that the Lord has made; let us rejoice and be glad in it."	90:162	0:164
This_is_the_day_that_the_Lord_has_made;_let_us_rejoice_and_be_glad_in_it				193_(Psalm 118:24)-c1		Nothing but the light splashing of the waves, the doves, and a few other birds saying Good Morning. "This is the day that the Lord has made; let us rejoice and be glad in it." Rejoice - choose joy	101:173	0:196
This_is_the_day_that_the_Lord_has_made;_let_us_rejoice_and_be_glad_in_it				186_(Psalm 118:24)-c1		Happy #BlessedFriday! May your day be filled with the joy and grace of the Lord. "This is the day that the Lord has made; let us rejoice and be glad in it." Remember, His love and blessings are everlasting. Have a blessed weekend ahead! 😍🙏🌌 ❤️	82:154	0:243
This_is_the_day_that_the_Lord_has_made;_let_us_rejoice_and_be_glad_in_it				186_(Psalm 118:24)-c2		Happy Friday! "This is the day that the Lord has made; let us rejoice and be glad in it." Our time is limited. Let's rejoice in each day we get, in every aspect of who we are, & in everything that we do have as precious gifts from God! GOD LOVES YOU!! ❤️ #God	15:87	0:259
This_is_the_day_that_the_Lord_has_made;_let_us_rejoice_and_be_glad_in_it				190_(Psalm 118:24)-c2		"This is the day that the Lord has made; let us rejoice and be glad in it." Welcome to Koinonia! Get ready for an outpouring of healing, restoration and encounter with God. Open up your heart to receive all that He has in store for you. Enjoy this wonderful day!	1:73	0:262
This_is_the_day_that_the_Lord_has_made;_let_us_rejoice_and_be_glad_in_it				189_(Psalm 118:24)-c1		Good morning Patriots and Friends! This is the day that the Lord has made; let us rejoice and be glad in it! Have an awesome Saturday!!! 🌌🌌🌌🌌🌌🌌 ❌ ❌ ❌ 😍🙏🌌 😍🙏🌌 😍🙏🌌 🌌 🌌 🌌	35:107	0:167
This_is_the_day_that_the_Lord_has_made;_let_us_rejoice_and_be_glad_in_it				191_(Psalm 118:24)-c1		Happy Month to you all. "This is the day that the Lord has made; let us rejoice and be glad in it." May joy and happiness fill your hearts. Together, let's create moments worth cherishing and spread love, peace and joy. Jesus loves you! 	25:97	0:237
