dataID	context	indices_target_token	indices_target_sentence	lemma
566_(Philippians 4:13)-c2	Thank u for the badge on Facebook I am so grateful, I love you my sister In Christ  and praying for you always.. Remember: I can do all things through Christ who strengthens me.	122:176	0:177	I can do all things through Christ who strengthens me
558_(Philippians 4:13)-c2	Everything that look impossible for me, I achieve with ease, I am not limited, I'm resourceful, I'm full of strength both mentally and physically 'cos the strength of the Lord resides on the inside of me."I can do all things through Christ who strengthens me."	205:258	0:260	I can do all things through Christ who strengthens me
564_(Philippians 4:13)-c2	It is good to try new things in our life, challenge yourself, and do NOT give up! "I can do all things through Christ who strengthens me."	83:136	0:138	I can do all things through Christ who strengthens me
559_(Philippians 4:13)-c1	Through the empowering name of Jesus, you will soar in success and surpass all limitations. With faith as your guide, you will excel and achieve greatness. As Philippians 4:13 declares, "I can do all things through Christ who strengthens me." 	187:240	0:243	I can do all things through Christ who strengthens me
567_(Philippians 4:13)-c2	just keep on praying my dear friend and please claim this verse. I can do all things through Christ who strengthens me. Jesus Christ will send the Holy Spirit to guide and will lead you not unto temptation 😍🙏 😍🙏 😍🙏 may God Bless You 😍🙏 😍🙏 😍🙏	65:118	0:241	I can do all things through Christ who strengthens me
561_(Philippians 4:13)-c1	Wish it was that way! But it's not! Like every other addiction out there! It's a spiritual warfare you need to fight! You got this bro! "You can do ALL things through Christ, your Savior and Redeemer who strengthens you."	137:219	0:221	I can do all things through Christ who strengthens me
557_(Philippians 4:13)-c2	Don't be discouraged by any challenges you may face! "I can do all things through Christ who strengthens me". Keep working towards your goals! 😍📍	54:107	0:145	I can do all things through Christ who strengthens me
568_(Philippians 4:13)-c2	"I can do all things through Christ who strengthens me." Go to your place of prayer and renew your energy. Happy sunday	1:54	0:119	I can do all things through Christ who strengthens me
565_(Philippians 4:13)-c1	"I can do all things through Christ who strengthens me." Let's approach sports and life with a mindset of strength and determination.	1:54	0:133	I can do all things through Christ who strengthens me
558_(Philippians 4:13)-c1	Victory starts in the mindset of a believer. Have faith you can overcome. Refuse to bow to failure & inability. Success comes in "cans" & failures in "cants". Optimism is a key to the ambitious who wants to achieve. The apostle Paul said: I can do all things through Christ who strengthens me	239:292	0:292	I can do all things through Christ who strengthens me
564_(Philippians 4:13)-c1	It's time to rise and claim your breakthrough! I declare in the Name of Jesus that every obstacle hindering your progress is defeated. Remember Philippians 4:13, "I can do all things through Christ who strengthens me"	163:216	0:217	I can do all things through Christ who strengthens me
566_(Philippians 4:13)-c1	Some days are tough, and we need some extra help. I even wore my shirt as a reminder to myself today…dont give up.I can do ALL things through Christ who strengthens me.	114:167	0:168	I can do all things through Christ who strengthens me
567_(Philippians 4:13)-c1	Please continue to pray for Our Family and Our Country. 😍🙏 ❌ 😍🙏 "I can do all things through Christ who strengthens me"Dear Lord, Come flood Our hearts with Hope. Give Us the courage to be still as we wait quietly, patiently, & expectantly for You to Bless	65:118	0:256	I can do all things through Christ who strengthens me
556_(Philippians 4:13)-c1	Nothing is impossible. Know this and get things done. "I can do all things through Christ who strengthens me".	55:108	0:110	I can do all things through Christ who strengthens me
563_(Philippians 4:13)-c2	"I can do all things through Christ who strengthens me". DON'T SAY I CAN'T WHEN YOU HAVE NOT TRIED. DO NOT GIVE UP.	1:54	0:115	I can do all things through Christ who strengthens me
569_(Philippians 4:13)-c2	"I can do all things through Christ who strengthens me." The power to overcome my sin and mistakes are through Jesus Christ.	1:54	0:124	I can do all things through Christ who strengthens me
570_(Philippians 4:13)-c1	Guys, I sinned again... BUT WORRY NOT, I can do this, for it is Christ who is with me, and I shall prosper against this sin in due time. Almost went a week, which means I can easily go longer. "I can do all things through Christ who strengthens me." Never falter.	194:247	0:263	I can do all things through Christ who strengthens me
562_(Philippians 4:13)-c2	With the determination that comes from Philippians 4:13, I overcome every challenge and face every day with confidence and perseverance. "I can do all things through Christ who strengthens me."	138:191	0:193	I can do all things through Christ who strengthens me
569_(Philippians 4:13)-c1	I can do all things through Christ who strengthens me. Dear God, help our faith to grow through all the challenges we face today. Thank you for your unfailing presence. Amen.	0:53	0:174	I can do all things through Christ who strengthens me
563_(Philippians 4:13)-c1	YOU were made for more. Think, Pray, Believe, Do SOMETHING today that moves you in the direction of your dreams. You are able. You are capable. You can do all things through Christ who strengthens you. Just Do It!	144:200	0:213	I can do all things through Christ who strengthens me
