instanceID	label	comment	annotator
pair_100_(Hebrews 11:1)	1		francesco.periti
pair_60_(Hebrews 11:1)	1		francesco.periti
pair_110_(Hebrews 11:1)	4		francesco.periti
pair_86_(Hebrews 11:1)	4		francesco.periti
pair_102_(Hebrews 11:1)	4		francesco.periti
pair_18_(Hebrews 11:1)	4		francesco.periti
pair_29_(Hebrews 11:1)	4		francesco.periti
pair_16_(1 John 4:8)	4		francesco.periti
pair_74_(1 John 4:8)	4		francesco.periti
pair_63_(1 John 4:8)	3		francesco.periti
pair_9_(1 John 4:8)	1		francesco.periti
pair_60_(1 John 4:8)	3		francesco.periti
pair_105_(1 John 4:8)	4		francesco.periti
pair_90_(1 John 4:8)	3		francesco.periti
pair_43_(1 John 4:8)	3		francesco.periti
pair_71_(1 John 4:8)	4		francesco.periti
pair_20_(1 John 4:8)	4		francesco.periti
pair_28_(2 Corinthians 5:17)	3		francesco.periti
pair_72_(2 Corinthians 5:17)	3		francesco.periti
pair_16_(2 Corinthians 5:17)	1		francesco.periti
pair_102_(2 Corinthians 5:17)	1		francesco.periti
pair_135_(2 Corinthians 5:17)	1		francesco.periti
pair_137_(2 Corinthians 5:17)	1		francesco.periti
pair_53_(2 Corinthians 5:17)	1		francesco.periti
pair_103_(2 Corinthians 5:17)	1		francesco.periti
pair_35_(2 Corinthians 5:17)	4		francesco.periti
pair_44_(2 Corinthians 5:17)	4		francesco.periti
