lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
Anxiety_weighs_down_the_heart_but_a_kind_word_cheers_it_up				424_(Proverbs 12:25)-c1		Anxiety weighs down the heart, but a kind word cheers it up. God, as I go about my day, help me to be on the lookout for people who might need a reminder of Your love and kindness. Use me to be a source.	0:59	0:203
Anxiety_weighs_down_the_heart_but_a_kind_word_cheers_it_up				430_(Proverbs 12:25)-c1		"""Anxiety weighs down the heart, but a kind word cheers it up."" A renervating word for someone seeing this tweet - God sees what you are going through and watches over you, and in due time, He would come through; just trust that He is able to do."	1:60	0:245
Anxiety_weighs_down_the_heart_but_a_kind_word_cheers_it_up				425_(Proverbs 12:25)-c2		Anxiety weighs down the heart, but a kind word cheers it up. We can't always control what happens to us, but we can choose our response. We must decide who who we'll trust and how we'll spend our lives. 😍👇🌌🙏 😍👇🌌🙏 😍👇🌌🙏 😍👇🌌🙏 😍👇🌌🙏 😍👇🌌🙏 Give your life to Christ and watch your life unfold before your eyes. His is love! Praise the lord! Glory to god! 😍🙏🌌 😍🙌🌌 😍	0:59	0:356
Anxiety_weighs_down_the_heart_but_a_kind_word_cheers_it_up				421_(Proverbs 12:25)-c1		"""Anxiety weighs down the heart, but a kind word cheers it up."" Be a vessel of mercy and make someone smile with a kind word. The world already has its own troubles, be kind."	1:60	0:173
Anxiety_weighs_down_the_heart_but_a_kind_word_cheers_it_up				422_(Proverbs 12:25)-c1		Be nice to people. Anxiety weighs down the heart, but a kind word cheers it up.	19:78	0:79
Anxiety_weighs_down_the_heart_but_a_kind_word_cheers_it_up				434_(Proverbs 12:25)-c2		Anxiety weighs down the heart, but a kind word cheers it up. ANXIETY WE ARE TOLD IS AT AN ALL TIME HIGH. WHY? COVID, INFLATION, LAWLESSNESS? OR IS IT THE CRAZY THINGS WE SEE GOING ON AROUND US. LACK OF COMMON SENSE, RUDENESS, JOBS NOT BEING DONE PROPERLY, PEOPLE NOT TAKING RESOONSIBILITY FOR THEIR ACTIONS? HOW CAN WE CHANGE THIS? GOD WANTS OUR FOCUS ON HIM AND DOING WHAT HE TEACHES US... THEN ANXIETY CAN BE DRIVEN AWAY. GOD'S WORD IT THE GOOD WORD WE NEED!	0:59	0:460
Anxiety_weighs_down_the_heart_but_a_kind_word_cheers_it_up				426_(Proverbs 12:25)-c2		Say something NICE to help someone today, for no reason!!! Anxiety weighs down the heart, but a kind word cheers it up.	59:118	0:119
Anxiety_weighs_down_the_heart_but_a_kind_word_cheers_it_up				429_(Proverbs 12:25)-c2		"""Anxiety weighs down the heart, but a kind word cheers it up."" #WordOfTheDay Some translations say ""kind word"" while others more accurately say ""good."" It's only one who is good & that's God. God is His Word. So it's God's Word that help. #God"	1:60	0:243
Anxiety_weighs_down_the_heart_but_a_kind_word_cheers_it_up				433_(Proverbs 12:25)-c2		Anxiety weighs down the heart, but a kind word cheers it up. Our leaders put us through so much anxiety daily: climate change, racism, inflation... God will provide a restful heart.	0:59	0:181
Anxiety_weighs_down_the_heart_but_a_kind_word_cheers_it_up				421_(Proverbs 12:25)-c2		Anxiety weighs down the heart, but a kind word cheers it up. Let your words bless and not curse. Let them encourage and not put down. Let them caution and not insult. Life has shown everyone shege one way or the other, be kind with your words. It's free 😍.	0:59	0:256
Anxiety_weighs_down_the_heart_but_a_kind_word_cheers_it_up				428_(Proverbs 12:25)-c2		"""Anxiety weighs down the heart, but a kind word cheers it up."" Your words have power, use them to uplift and inspire... spread light in a world that needs it!"	1:60	0:158
Anxiety_weighs_down_the_heart_but_a_kind_word_cheers_it_up				433_(Proverbs 12:25)-c1		" ""Anxiety weighs down the Heart, but a Kind word cheers it up."" There's always something to worry about: shaky finances, relational brokenness, jobs, health, mistakes, lifestyle etc. And it may not always be our fault."	2:61	0:218
Anxiety_weighs_down_the_heart_but_a_kind_word_cheers_it_up				435_(Proverbs 12:25)-c1		Doomscrolling depressing/scary news on social media often has serious negative effects, but filling our social media newsfeeds with biblical encouragement can bless us immensely:Anxiety weighs down the heart, but a kind word cheers it up	178:237	0:237
Anxiety_weighs_down_the_heart_but_a_kind_word_cheers_it_up				432_(Proverbs 12:25)-c1		Anxiety weighs down the heart, but a kind word cheers it up. Send these words to someone feeling anxious and help calm their nerves and may you have a great weekend.	0:59	0:165
Anxiety_weighs_down_the_heart_but_a_kind_word_cheers_it_up				429_(Proverbs 12:25)-c1		"""Anxiety weighs down the heart, but a kind word cheers it up."" You have no idea how powerful your words can be. Never say anything negative about your spouse. Use your words to lift them up, encourage and love them. #marriage"	1:60	0:225
