lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
You_are_altogether_beautiful_my_darling;_there_is_no_flaw_in_you				55_(Solomon 4:7)-c2		To celebrate women's day, I want to share with you a bible verse I believe will remind you that you're beautiful, and loved. You are altogether beautiful, my darling; there is no flaw in you.	125:190	0:191
You_are_altogether_beautiful_my_darling;_there_is_no_flaw_in_you				51_(Solomon 4:7)-c2		Good Morning Twitterverse! Happy Weekend! Welcome to the Month of the Woman! You are altogether beautiful, my darling; there is no flaw in you. Beauty is more than an outward appearance. Beauty also comes from the heart. Stay beautiful! God Bless!	77:142	0:247
You_are_altogether_beautiful_my_darling;_there_is_no_flaw_in_you				45_(Solomon 4:7)-c1		But dont forget that God also said this about woman: You are altogether beautiful, my darling; there is no flaw in you. This is true: you're beautiful	53:118	0:150
You_are_altogether_beautiful_my_darling;_there_is_no_flaw_in_you				52_(Solomon 4:7)-c1		To the girls who's self esteem is plundering: You are altogether beautiful, my darling; there is no flaw in you	46:111	0:111
You_are_altogether_beautiful_my_darling;_there_is_no_flaw_in_you				48_(Solomon 4:7)-c2		Don't allow anyone to diminish your self-worth. You are fearfully and wonderfully made, shaped with purpose and divine love. Embrace your imperfections, for they are a testament to your strength and resilience. You are altogether beautiful, my darling; there is no flaw in you. #FearfullyAndWonderfullyMade #EmbraceYourFlaws	211:276	0:324
You_are_altogether_beautiful_my_darling;_there_is_no_flaw_in_you				52_(Solomon 4:7)-c2		women, each of you remember: You are altogether beautiful, my darling; there is no flaw in you. Happy International Women's Day	29:94	0:127
You_are_altogether_beautiful_my_darling;_there_is_no_flaw_in_you				56_(Solomon 4:7)-c2		You are altogether beautiful, my darling; there is no flaw in you. Happy Women's day ladies! #WomensMonth2019 #WomansDay #powerful #phenomenal	0:65	0:142
You_are_altogether_beautiful_my_darling;_there_is_no_flaw_in_you				54_(Solomon 4:7)-c2		You are altogether beautiful, my darling; there is no flaw in you. Today is the Int. Women's Day, 2022. It's about working towards a world free of stereotypes and discrimination that is diverse, equitable and inclusive. It's a world where difference is valued and celebrated. #WomensDay #BreakTheBias	0:65	0:300
You_are_altogether_beautiful_my_darling;_there_is_no_flaw_in_you				58_(Solomon 4:7)-c1		to all the ladies... you are priceless. know your worth. You are altogether beautiful, my darling; there is no flaw in you.	57:122	0:123
You_are_altogether_beautiful_my_darling;_there_is_no_flaw_in_you				59_(Solomon 4:7)-c1		You are altogether beautiful, my darling; there is no flaw in you. Song of Solomon 4:7 😍 We are now accepting applications for our 2019 Beautifully Flawed Retreat for young amputee women! you all matter, come and join us	0:65	0:220
You_are_altogether_beautiful_my_darling;_there_is_no_flaw_in_you				46_(Solomon 4:7)-c2		In a world that often focuses on flaws, remember this: You are altogether beautiful, my darling; there is no flaw in you. Be kind to yourself and embrace your imperfections. They make you beautiful 🌌🌟 #SelfLove #BodyPositivity	55:120	0:226
You_are_altogether_beautiful_my_darling;_there_is_no_flaw_in_you				45_(Solomon 4:7)-c2		Every woman possesses a beauty that is uniquely her own. You are altogether beautiful, my darling; there is no flaw in you. Celebrate your individuality! 🌌🌺 #EmbraceYourself #WomenPower	57:122	0:185
You_are_altogether_beautiful_my_darling;_there_is_no_flaw_in_you				58_(Solomon 4:7)-c2		You are altogether beautiful, my darling; there is no flaw in you. Happy International Women's Day to all the Queens!! You're beautiful from head to toe, my dear love, beautiful beyond compare, absolutely FLAWLESS! 🦄	0:65	0:216
You_are_altogether_beautiful_my_darling;_there_is_no_flaw_in_you				54_(Solomon 4:7)-c1		You are altogether beautiful, my darling; there is no flaw in you. Your worth is not defined by society's standards; it lies within you. Own your worth with confidence! 😍📍 #ConfidentWoman #SelfWorth	0:65	0:198
You_are_altogether_beautiful_my_darling;_there_is_no_flaw_in_you				51_(Solomon 4:7)-c1		The power of your intellect and wisdom is a captivating beauty that can change the world. Embrace the beauty of knowledge. You are altogether beautiful, my darling; there is no flaw in you. #BeautyOfWisdom #EmpoweredMind	123:188	0:220
