lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
Love_is_patient_love_is_kind				216_(1 Corinthians 13:4)-c2		Love is patient, love is kind. It is always ready to excuse, to trust, to hope, and to endure whatever comes.	0:29	0:109
Love_is_patient_love_is_kind				218_(1 Corinthians 13:4)-c2		See love everywhere. There nothing that beats Love is patient, love is kind.	46:75	0:76
Love_is_patient_love_is_kind				215_(1 Corinthians 13:4)-c1		Love is patient, love is kind. Love is deliberate. Love is hard. Love is pain and sacrifice. Above all, to me, its seeing the darkness in another person and defying the impulse to jump ship. My point is this, LOVE GENUINELY... LOVE BEYOND THE PHYSICAL. Real Life.	0:29	0:263
Love_is_patient_love_is_kind				222_(1 Corinthians 13:4)-c2		Today's Goal: I will tell my wife and children that I love them and  will be specific as to why. Love is patient, love is kind.	97:126	0:127
Love_is_patient_love_is_kind				218_(1 Corinthians 13:4)-c1		LOVE IS NOT BLIND BECAUSE WE CAN SEE IT! The wicked world is wrong about the definition of LOVE, but the wise word is right! IT IS WRITTEN: Love is patient, love is kind. It does not envy, it does not boast, it is not proud... LOVE NEVER FAILS.	140:169	0:244
Love_is_patient_love_is_kind				222_(1 Corinthians 13:4)-c1		Love is patient, Love is Kind. I love you Kristy Lumpkin Stone.	0:29	0:63
Love_is_patient_love_is_kind				223_(1 Corinthians 13:4)-c1		Today I celebrate my children. They are indeed the loves of my life. They are also my hands-on practice of 1 Corinthians 13: 4-8 which says, Love is patient, love is kind.	141:170	0:171
Love_is_patient_love_is_kind				210_(1 Corinthians 13:4)-c2		Love is patient, love is kind and what our love express is true, no amount of tragedy can tear or break the love I have for you. Feel the presence of love wrapped up within a hug.	0:29	0:179
Love_is_patient_love_is_kind				217_(1 Corinthians 13:4)-c1		Love is patient, love is kind. love is safe. love is no judgement. love is infinite.	0:29	0:84
Love_is_patient_love_is_kind				224_(1 Corinthians 13:4)-c1		When the love is patient and kind, it is worthy to 'fight' for.	9:33	0:63
