model	k_fold	train-spearman_corr	train-spearman_pvalue	train-pearson_corr	train-pearson_pvalue	train-f1_score	train-f1_scores_label1	train-f1_scores_label0	train-recall_label1	train-recall_label0	train-precision_label1	train-precision_label0	test-spearman_corr	test-spearman_pvalue	test-pearson_corr	test-pearson_pvalue	test-f1_score	test-f1_scores_label1	test-f1_scores_label0	test-recall_label1	test-recall_label0	test-precision_label1	test-precision_label0	test.iov-spearman_corr	test.iov-spearman_pvalue	test.iov-pearson_corr	test.iov-pearson_pvalue	test.iov-f1_score	test.iov-f1_scores_label1	test.iov-f1_scores_label0	test.iov-recall_label1	test.iov-recall_label0	test.iov-precision_label1	test.iov-precision_label0	test.oov-spearman_corr	test.oov-spearman_pvalue	test.oov-pearson_corr	test.oov-pearson_pvalue	test.oov-f1_score	test.oov-f1_scores_label1	test.oov-f1_scores_label0	test.oov-recall_label1	test.oov-recall_label0	test.oov-precision_label1	test.oov-precision_label0	dev-spearman_corr	dev-spearman_pvalue	dev-pearson_corr	dev-pearson_pvalue	dev-f1_score	dev-f1_scores_label1	dev-f1_scores_label0	dev-recall_label1	dev-recall_label0	dev-precision_label1	dev-precision_label0	dev.iov-spearman_corr	dev.iov-spearman_pvalue	dev.iov-pearson_corr	dev.iov-pearson_pvalue	dev.iov-f1_score	dev.iov-f1_scores_label1	dev.iov-f1_scores_label0	dev.iov-recall_label1	dev.iov-recall_label0	dev.iov-precision_label1	dev.iov-precision_label0	dev.oov-spearman_corr	dev.oov-spearman_pvalue	dev.oov-pearson_corr	dev.oov-pearson_pvalue	dev.oov-f1_score	dev.oov-f1_scores_label1	dev.oov-f1_scores_label0	dev.oov-recall_label1	dev.oov-recall_label0	dev.oov-precision_label1	dev.oov-precision_label0	thr
paraphrase-albert-small-v2	5	0.506	0.0	0.498	0.0	0.5855096624841403	0.5880486515071391	0.5843116328708645	0.9212924606462303	0.428068803752932	0.4318446601941748	0.9201680672268907	0.539	0.0	0.522	0.0	0.6832332444771633	0.5225225225225225	0.7300509337860781	0.8365384615384616	0.6022408963585434	0.3799126637554585	0.9267241379310345	0.514	0.0	0.492	0.0	0.5254237288135594	0.5254237288135593	0.5254237288135593	0.9393939393939394	0.36470588235294116	0.36470588235294116	0.9393939393939394	0.485	0.0	0.505	0.0	0.80750938608361	0.5154639175257731	0.8668555240793202	0.6578947368421053	0.8181818181818182	0.423728813559322	0.9216867469879518	0.606	0.0	0.617	0.0	0.751732917915602	0.627565982404692	0.7941653160453809	0.8770491803278688	0.6862745098039216	0.4885844748858447	0.9423076923076923	0.532	0.0	0.523	0.0	0.5702127659574469	0.5702127659574469	0.5702127659574469	0.9571428571428572	0.40606060606060607	0.40606060606060607	0.9571428571428572	0.645	0.0	0.755	0.0	0.8941689352116509	0.7547169811320754	0.9319371727748692	0.7692307692307693	0.9270833333333334	0.7407407407407407	0.9368421052631579	0.52
paraphrase-albert-small-v2_mask	5	0.647	0.0	0.646	0.0	0.7863700314086703	0.6298449612403101	0.8602268569337723	0.5385252692626347	0.9190774042220484	0.7584597432905484	0.8084594222833562	0.669	0.0	0.692	0.0	0.8713748994336087	0.7040816326530613	0.9201101928374655	0.6634615384615384	0.9355742296918768	0.75	0.9051490514905149	0.689	0.0	0.702	0.0	0.8694875560671615	0.7540983606557378	0.9142857142857143	0.696969696969697	0.9411764705882353	0.8214285714285714	0.8888888888888888	0.613	0.0	0.65	0.0	0.8742048431410133	0.6216216216216216	0.9255319148936171	0.6052631578947368	0.93048128342246	0.6388888888888888	0.9206349206349206	0.678	0.0	0.725	0.0	0.874325031676439	0.7298578199052134	0.9236947791164658	0.6311475409836066	0.9663865546218487	0.8651685393258427	0.8846153846153846	0.666	0.0	0.682	0.0	0.8573060871029431	0.7377049180327869	0.9080459770114941	0.6428571428571429	0.9575757575757575	0.8653846153846154	0.8633879781420765	0.658	0.0	0.758	0.0	0.890832718192608	0.7191011235955056	0.9373433583959899	0.6153846153846154	0.9739583333333334	0.8648648648648649	0.9033816425120773	0.52
paraphrase-multilingual-MiniLM-L12-v2	5	0.573	0.0	0.554	0.0	0.6055778752686783	0.6075681397195025	0.6046387629965343	0.9511184755592378	0.4433150899139953	0.4463452566096423	0.950544844928751	0.584	0.0	0.573	0.0	0.6868707647173832	0.5395894428152492	0.729776247848537	0.8846153846153846	0.5938375350140056	0.3881856540084388	0.9464285714285714	0.568	0.0	0.55	0.0	0.530281998831093	0.5416666666666666	0.5258620689655172	0.9848484848484849	0.3588235294117647	0.3735632183908046	0.9838709677419355	0.551	0.0	0.579	0.0	0.8094820026415248	0.5346534653465346	0.8653295128939827	0.7105263157894737	0.8074866310160428	0.42857142857142855	0.9320987654320988	0.652	0.0	0.659	0.0	0.7791009427123075	0.6686217008797654	0.8168557536466775	0.9344262295081968	0.7058823529411765	0.5205479452054794	0.9692307692307692	0.561	0.0	0.552	0.0	0.6044657097288677	0.5877192982456141	0.6115702479338844	0.9571428571428572	0.4484848484848485	0.4240506329113924	0.961038961038961	0.691	0.0	0.797	0.0	0.9242976933120557	0.8318584070796459	0.9493333333333334	0.9038461538461539	0.9270833333333334	0.7704918032786885	0.9726775956284153	0.492
paraphrase-multilingual-MiniLM-L12-v2_mask	5	0.676	0.0	0.672	0.0	0.812850691479862	0.6959192628345766	0.8680251380689393	0.6570008285004143	0.8909304143862392	0.7397388059701493	0.8462681024879317	0.693	0.0	0.713	0.0	0.8653022211568955	0.7096774193548387	0.9106382978723405	0.7403846153846154	0.8991596638655462	0.6814159292035398	0.9224137931034483	0.715	0.0	0.726	0.0	0.8577700898865498	0.7536231884057971	0.8982035928143712	0.7878787878787878	0.8823529411764706	0.7222222222222222	0.9146341463414634	0.653	0.0	0.673	0.0	0.8730372543890575	0.6329113924050632	0.921832884097035	0.6578947368421053	0.9144385026737968	0.6097560975609756	0.9293478260869565	0.699	0.0	0.749	0.0	0.8917293286136868	0.7886178861788619	0.9269662921348315	0.7950819672131147	0.9243697478991597	0.782258064516129	0.9295774647887324	0.683	0.0	0.705	0.0	0.8513656254715557	0.75177304964539	0.8936170212765958	0.7571428571428571	0.8909090909090909	0.7464788732394366	0.8963414634146342	0.676	0.0	0.785	0.0	0.9305686851207545	0.8380952380952382	0.9556135770234986	0.8461538461538461	0.953125	0.8301886792452831	0.9581151832460733	0.492
paraphrase-MiniLM-L3-v2	5	0.476	0.0	0.475	0.0	0.5106092306813725	0.5627918407471123	0.48598670904362906	0.9486329743164872	0.32877247849882724	0.4000698812019567	0.9313399778516057	0.511	0.0	0.499	0.0	0.4979512702901181	0.44547563805104406	0.5132382892057027	0.9230769230769231	0.35294117647058826	0.29357798165137616	0.9402985074626866	0.473	0.0	0.464	0.0	0.4620423131463715	0.5099601593625498	0.44343891402714936	0.9696969696969697	0.28823529411764703	0.34594594594594597	0.9607843137254902	0.482	0.0	0.488	0.0	0.5340905349794239	0.35555555555555557	0.5703703703703704	0.8421052631578947	0.4117647058823529	0.22535211267605634	0.927710843373494	0.598	0.0	0.623	0.0	0.7183514561385126	0.6108108108108108	0.7551020408163266	0.9262295081967213	0.6218487394957983	0.45564516129032256	0.961038961038961	0.507	0.0	0.493	0.0	0.4860418425394893	0.5338645418326693	0.4657534246575342	0.9571428571428572	0.3090909090909091	0.3701657458563536	0.9444444444444444	0.603	0.0	0.782	0.0	0.894069263051082	0.773109243697479	0.9268292682926829	0.8846153846153846	0.890625	0.6865671641791045	0.9661016949152542	0.568
paraphrase-MiniLM-L3-v2_mask	5	0.64	0.0	0.649	0.0	0.7956687736534679	0.6574712643678161	0.8608776844070962	0.5923777961888981	0.9010946051602815	0.7386363636363636	0.8240972470504112	0.653	0.0	0.676	0.0	0.8486499533485256	0.6757990867579908	0.8990042674253201	0.7115384615384616	0.8851540616246498	0.6434782608695652	0.9132947976878613	0.673	0.0	0.704	0.0	0.8604889304406961	0.7518796992481201	0.9026548672566372	0.7575757575757576	0.9	0.746268656716418	0.9053254437869822	0.609	0.0	0.629	0.0	0.8386103302382373	0.5581395348837209	0.8956043956043956	0.631578947368421	0.8716577540106952	0.5	0.9209039548022598	0.666	0.0	0.743	0.0	0.8944249492340932	0.7881355932203389	0.9307479224376731	0.7622950819672131	0.9411764705882353	0.8157894736842105	0.9205479452054794	0.684	0.0	0.706	0.0	0.862642674600736	0.7647058823529412	0.9041916167664671	0.7428571428571429	0.9151515151515152	0.7878787878787878	0.893491124260355	0.622	0.0	0.786	0.0	0.9251343586276828	0.8200000000000001	0.9536082474226804	0.7884615384615384	0.9635416666666666	0.8541666666666666	0.9438775510204082	0.568
distiluse-base-multilingual-cased-v1	5	0.538	0.0	0.54	0.0	0.47082221851545764	0.5556869236226059	0.4307785519539534	0.9734879867439934	0.2779515246286161	0.3888153540701522	0.9569313593539704	0.557	0.0	0.561	0.0	0.45195764865606036	0.4370860927152318	0.45628997867803844	0.9519230769230769	0.29971988795518206	0.2836676217765043	0.9553571428571429	0.507	0.0	0.503	0.0	0.3786744406285292	0.4830188679245283	0.33816425120772947	0.9696969696969697	0.20588235294117646	0.32160804020100503	0.9459459459459459	0.541	0.0	0.584	0.0	0.5196780538862721	0.3723404255319149	0.5496183206106869	0.9210526315789473	0.3850267379679144	0.23333333333333334	0.96	0.616	0.0	0.656	0.0	0.6950832955252587	0.6055979643765903	0.7256637168141593	0.9754098360655737	0.5742296918767507	0.43911439114391143	0.9855769230769231	0.545	0.0	0.563	0.0	0.42837693188860304	0.5227272727272727	0.3883495145631068	0.9857142857142858	0.24242424242424243	0.3556701030927835	0.975609756097561	0.601	0.0	0.796	0.0	0.8885259353104863	0.7751937984496124	0.9192200557103063	0.9615384615384616	0.859375	0.6493506493506493	0.9880239520958084	0.629
distiluse-base-multilingual-cased-v1_mask	5	0.64	0.0	0.657	0.0	0.7985565074340979	0.656927426955702	0.8653846153846154	0.5774647887323944	0.9147771696637998	0.7617486338797814	0.8210526315789474	0.666	0.0	0.672	0.0	0.8170735382890466	0.6200873362445415	0.8744588744588744	0.6826923076923077	0.8487394957983193	0.568	0.9017857142857143	0.656	0.0	0.689	0.0	0.81833864369073	0.6612903225806452	0.8793103448275863	0.6212121212121212	0.9	0.7068965517241379	0.8595505617977528	0.695	0.0	0.684	0.0	0.8192132505175983	0.5714285714285714	0.8695652173913043	0.7894736842105263	0.8021390374331551	0.44776119402985076	0.9493670886075949	0.637	0.0	0.743	0.0	0.9022766390748275	0.8017241379310344	0.9366391184573003	0.7622950819672131	0.9523809523809523	0.8454545454545455	0.9214092140921409	0.672	0.0	0.722	0.0	0.8645884875474187	0.7596899224806201	0.9090909090909091	0.7	0.9393939393939394	0.8305084745762712	0.8806818181818182	0.581	0.0	0.774	0.0	0.9383060040389342	0.854368932038835	0.961038961038961	0.8461538461538461	0.9635416666666666	0.8627450980392157	0.9585492227979274	0.629
distiluse-base-multilingual-cased-v2	5	0.536	0.0	0.538	0.0	0.4651798895129532	0.5544834078606731	0.42304175556232854	0.975973487986744	0.27130570758405004	0.38724523339907957	0.9598893499308437	0.568	0.0	0.569	0.0	0.4296163875171035	0.43534482758620685	0.42794759825327516	0.9711538461538461	0.27450980392156865	0.28055555555555556	0.9702970297029703	0.524	0.0	0.518	0.0	0.3849413298565841	0.48484848484848486	0.3461538461538461	0.9696969696969697	0.21176470588235294	0.32323232323232326	0.9473684210526315	0.559	0.0	0.585	0.0	0.47472	0.37	0.49599999999999994	0.9736842105263158	0.3315508021390374	0.22839506172839505	0.9841269841269841	0.627	0.0	0.665	0.0	0.6867572460563738	0.5994962216624685	0.716577540106952	0.9754098360655737	0.5630252100840336	0.43272727272727274	0.9852941176470589	0.566	0.0	0.58	0.0	0.42837693188860304	0.5227272727272727	0.3883495145631068	0.9857142857142858	0.24242424242424243	0.3556701030927835	0.975609756097561	0.603	0.0	0.789	0.0	0.8739748239219615	0.7518796992481203	0.9070422535211267	0.9615384615384616	0.8385416666666666	0.6172839506172839	0.9877300613496932	0.623
distiluse-base-multilingual-cased-v2_mask	5	0.646	0.0	0.664	0.0	0.8007342082433794	0.6613433536871771	0.8665062025550824	0.5832642916321458	0.9147771696637998	0.7635574837310195	0.8230742173760113	0.673	0.0	0.681	0.0	0.8152057521074579	0.6173913043478261	0.8728323699421966	0.6826923076923077	0.84593837535014	0.5634920634920635	0.9014925373134328	0.661	0.0	0.696	0.0	0.8231590875787622	0.672	0.8818443804034583	0.6363636363636364	0.9	0.711864406779661	0.864406779661017	0.704	0.0	0.694	0.0	0.811178283873936	0.5523809523809524	0.863768115942029	0.7631578947368421	0.7967914438502673	0.43283582089552236	0.9430379746835443	0.643	0.0	0.74	0.0	0.8924726685982711	0.7848101265822783	0.929264909847434	0.7622950819672131	0.938375350140056	0.808695652173913	0.9203296703296703	0.675	0.0	0.72	0.0	0.8573374847561482	0.7518796992481204	0.9020771513353116	0.7142857142857143	0.9212121212121213	0.7936507936507936	0.8837209302325582	0.593	0.0	0.771	0.0	0.9262295081967213	0.8269230769230769	0.953125	0.8269230769230769	0.953125	0.8269230769230769	0.953125	0.623
multi-qa-MiniLM-L6-dot-v1	5	0.44	0.0	0.449	0.0	0.579581687922256	0.5763888888888888	0.5810882197569994	0.8939519469759735	0.4300234558248632	0.4253054789121009	0.8957654723127035	0.463	0.0	0.459	0.0	0.593267137352435	0.4724409448818898	0.6284658040665434	0.8653846153846154	0.47619047619047616	0.3249097472924188	0.9239130434782609	0.442	0.0	0.422	0.0	0.4769210156092986	0.4958677685950413	0.4695652173913043	0.9090909090909091	0.3176470588235294	0.3409090909090909	0.9	0.391	0.0	0.43	0.0	0.6928945332479997	0.43165467625899273	0.7459807073954985	0.7894736842105263	0.6203208556149733	0.297029702970297	0.9354838709677419	0.58	0.0	0.593	0.0	0.7163515017751537	0.6091644204851752	0.7529812606473594	0.9262295081967213	0.6190476190476191	0.4538152610441767	0.9608695652173913	0.464	0.0	0.476	0.0	0.5499866464880263	0.5606694560669455	0.5454545454545455	0.9571428571428572	0.38181818181818183	0.39644970414201186	0.9545454545454546	0.62	0.0	0.715	0.0	0.8470056989121273	0.696969696969697	0.8876404494382022	0.8846153846153846	0.8229166666666666	0.575	0.9634146341463414	0.296
multi-qa-MiniLM-L6-dot-v1_mask	5	0.512	0.0	0.531	0.0	0.7476053100885286	0.6132686084142395	0.8109924871490708	0.628003314001657	0.8017982799061767	0.5992094861660079	0.8204	0.584	0.0	0.579	0.0	0.7787295683452296	0.5886792452830188	0.8340943683409436	0.75	0.7675070028011205	0.484472049689441	0.9133333333333333	0.563	0.0	0.537	0.0	0.7214895022403096	0.5868263473053892	0.7737704918032787	0.7424242424242424	0.6941176470588235	0.48514851485148514	0.8740740740740741	0.549	0.0	0.589	0.0	0.8366213151927436	0.5918367346938777	0.8863636363636362	0.7631578947368421	0.8342245989304813	0.48333333333333334	0.9454545454545454	0.575	0.0	0.619	0.0	0.8124409187262274	0.6515151515151515	0.8674351585014409	0.7049180327868853	0.8431372549019608	0.6056338028169014	0.8931750741839762	0.541	0.0	0.557	0.0	0.7490155944465962	0.6257668711656441	0.8013029315960911	0.7285714285714285	0.7454545454545455	0.5483870967741935	0.8661971830985915	0.556	0.0	0.662	0.0	0.8715563893408023	0.6930693069306932	0.9198966408268734	0.6730769230769231	0.9270833333333334	0.7142857142857143	0.9128205128205128	0.296
multi-qa-distilbert-dot-v1	5	0.485	0.0	0.494	0.0	0.6279801180622425	0.5911949685534592	0.6453373015873015	0.8566694283347142	0.5086004691164973	0.4513312963771279	0.8826322930800543	0.525	0.0	0.511	0.0	0.6873708564483558	0.5139318885448916	0.7378964941569282	0.7980769230769231	0.6190476190476191	0.3789954337899543	0.9132231404958677	0.461	0.0	0.433	0.0	0.5285475050170894	0.5022026431718062	0.5387755102040817	0.8636363636363636	0.38823529411764707	0.35403726708074534	0.88	0.512	0.0	0.544	0.0	0.8192906465787821	0.5416666666666666	0.8757062146892656	0.6842105263157895	0.8288770053475936	0.4482758620689655	0.9281437125748503	0.622	0.0	0.644	0.0	0.7919384328116288	0.670807453416149	0.8333333333333334	0.8852459016393442	0.742296918767507	0.54	0.9498207885304659	0.53	0.0	0.571	0.0	0.6564717524812994	0.6139534883720931	0.6745098039215687	0.9428571428571428	0.5212121212121212	0.45517241379310347	0.9555555555555556	0.67	0.0	0.754	0.0	0.9066880275632774	0.7850467289719626	0.9396325459317585	0.8076923076923077	0.9322916666666666	0.7636363636363637	0.9470899470899471	0.49
multi-qa-distilbert-dot-v1_mask	5	0.6	0.0	0.618	0.0	0.7548450474199688	0.5450573457127252	0.8538340059659589	0.4134217067108534	0.9511336982017201	0.7996794871794872	0.7745940783190067	0.647	0.0	0.653	0.0	0.8243880105909355	0.5792349726775956	0.8958051420838973	0.5096153846153846	0.927170868347339	0.6708860759493671	0.8664921465968587	0.628	0.0	0.63	0.0	0.7824515404064053	0.5636363636363637	0.8674033149171272	0.4696969696969697	0.9235294117647059	0.7045454545454546	0.8177083333333334	0.624	0.0	0.658	0.0	0.8689755297974477	0.6027397260273972	0.9230769230769232	0.5789473684210527	0.93048128342246	0.6285714285714286	0.9157894736842105	0.659	0.0	0.715	0.0	0.8710751559542123	0.7135678391959799	0.924901185770751	0.5819672131147541	0.9831932773109243	0.922077922077922	0.8731343283582089	0.64	0.0	0.689	0.0	0.8452565999726426	0.7068965517241379	0.903954802259887	0.5857142857142857	0.9696969696969697	0.8913043478260869	0.8465608465608465	0.636	0.0	0.735	0.0	0.8962567940249154	0.7228915662650601	0.9432098765432098	0.5769230769230769	0.9947916666666666	0.967741935483871	0.8967136150234741	0.49
multi-qa-mpnet-base-dot-v1	5	0.482	0.0	0.48	0.0	0.6406136496479061	0.595036496350365	0.6621193666260657	0.844241922120961	0.5312744331508992	0.4594229035166817	0.8784744667097608	0.519	0.0	0.507	0.0	0.6612026019087386	0.494047619047619	0.7098976109215017	0.7980769230769231	0.5826330532212886	0.3577586206896552	0.9082969432314411	0.429	0.0	0.419	0.0	0.5669610368634204	0.5205479452054794	0.5849802371541503	0.8636363636363636	0.43529411764705883	0.37254901960784315	0.891566265060241	0.515	0.0	0.541	0.0	0.743943943943944	0.4444444444444445	0.8048048048048049	0.6842105263157895	0.7165775401069518	0.3291139240506329	0.9178082191780822	0.624	0.0	0.646	0.0	0.7896187172473892	0.6624605678233438	0.8330733229329174	0.860655737704918	0.7478991596638656	0.5384615384615384	0.9401408450704225	0.553	0.0	0.551	0.0	0.6489095458031185	0.6009389671361502	0.6692607003891051	0.9142857142857143	0.5212121212121212	0.44755244755244755	0.9347826086956522	0.632	0.0	0.763	0.0	0.9098360655737705	0.7884615384615384	0.9427083333333334	0.7884615384615384	0.9427083333333334	0.7884615384615384	0.9427083333333334	0.428
multi-qa-mpnet-base-dot-v1_mask	5	0.617	0.0	0.621	0.0	0.7808725410369952	0.6229036895064686	0.8554106191438544	0.5385252692626347	0.910086004691165	0.7386363636363636	0.8069324090121317	0.641	0.0	0.65	0.0	0.8281616318356947	0.6261682242990654	0.887005649717514	0.6442307692307693	0.8795518207282913	0.6090909090909091	0.8945868945868946	0.62	0.0	0.631	0.0	0.8021339230313462	0.6349206349206349	0.8670520231213872	0.6060606060606061	0.8823529411764706	0.6666666666666666	0.8522727272727273	0.64	0.0	0.66	0.0	0.8566873151403537	0.6136363636363636	0.9060773480662982	0.7105263157894737	0.8770053475935828	0.54	0.9371428571428572	0.674	0.0	0.726	0.0	0.8781718877713975	0.7431192660550459	0.9243243243243244	0.6639344262295082	0.957983193277311	0.84375	0.8929503916449086	0.626	0.0	0.653	0.0	0.8247946995147443	0.6875	0.8830409356725145	0.6285714285714286	0.9151515151515152	0.7586206896551724	0.8531073446327684	0.666	0.0	0.79	0.0	0.9304793548800468	0.8222222222222223	0.9597989949748743	0.7115384615384616	0.9947916666666666	0.9736842105263158	0.9271844660194175	0.428
multi-qa-MiniLM-L6-cos-v1	5	0.504	0.0	0.504	0.0	0.5840371782539536	0.5880801687763714	0.5821294810058855	0.923777961888981	0.4253322908522283	0.43133462282398455	0.9220338983050848	0.562	0.0	0.538	0.0	0.6062319991271057	0.48275862068965514	0.6422018348623854	0.875	0.49019607843137253	0.3333333333333333	0.9308510638297872	0.526	0.0	0.491	0.0	0.4908264017202761	0.5062240663900415	0.4848484848484848	0.9242424242424242	0.32941176470588235	0.3485714285714286	0.9180327868852459	0.513	0.0	0.534	0.0	0.7044602639357228	0.44117647058823534	0.7579617834394905	0.7894736842105263	0.6363636363636364	0.30612244897959184	0.937007874015748	0.63	0.0	0.642	0.0	0.7221744782957694	0.6182795698924732	0.7576791808873721	0.9426229508196722	0.6218487394957983	0.46	0.9694323144104804	0.542	0.0	0.533	0.0	0.529241481512339	0.551440329218107	0.5198237885462555	0.9571428571428572	0.3575757575757576	0.3872832369942196	0.9516129032258065	0.641	0.0	0.772	0.0	0.873150202249864	0.744186046511628	0.9080779944289694	0.9230769230769231	0.8489583333333334	0.6233766233766234	0.9760479041916168	0.538
multi-qa-MiniLM-L6-cos-v1_mask	5	0.66	0.0	0.668	0.0	0.7852415119062057	0.6263414634146341	0.8602189781021897	0.531897265948633	0.9214229867083659	0.7615658362989324	0.8066392881587954	0.69	0.0	0.697	0.0	0.8592406081229037	0.6889952153110047	0.908835904628331	0.6923076923076923	0.907563025210084	0.6857142857142857	0.9101123595505618	0.727	0.0	0.731	0.0	0.8599383667180277	0.7333333333333333	0.9090909090909091	0.6666666666666666	0.9411764705882353	0.8148148148148148	0.8791208791208791	0.647	0.0	0.667	0.0	0.8614041312625146	0.6292134831460675	0.9085872576177284	0.7368421052631579	0.8770053475935828	0.5490196078431373	0.9425287356321839	0.693	0.0	0.749	0.0	0.8880731070878005	0.7678571428571429	0.9291553133514986	0.7049180327868853	0.9551820728291317	0.8431372549019608	0.9045092838196287	0.685	0.0	0.702	0.0	0.8598357596117954	0.75	0.9064327485380117	0.6857142857142857	0.9393939393939394	0.8275862068965517	0.8757062146892656	0.664	0.0	0.791	0.0	0.9154538864726217	0.7916666666666666	0.9489795918367346	0.7307692307692307	0.96875	0.8636363636363636	0.93	0.538
multi-qa-distilbert-cos-v1	5	0.505	0.0	0.506	0.0	0.590936865433094	0.5900505453578079	0.5913550782285866	0.9188069594034797	0.4358874120406568	0.43456112852664575	0.9192085737840066	0.551	0.0	0.529	0.0	0.6581798243114729	0.5128205128205128	0.7005253940455342	0.8653846153846154	0.5602240896358543	0.3643724696356275	0.9345794392523364	0.488	0.0	0.458	0.0	0.5013795326359528	0.5104602510460251	0.4978540772532189	0.9242424242424242	0.3411764705882353	0.35260115606936415	0.9206349206349206	0.535	0.0	0.555	0.0	0.7857903634826711	0.5178571428571428	0.8402366863905325	0.7631578947368421	0.7593582887700535	0.3918918918918919	0.9403973509933775	0.642	0.0	0.657	0.0	0.7399043779649191	0.6395663956639567	0.7741935483870968	0.9672131147540983	0.6386554621848739	0.4777327935222672	0.9827586206896551	0.537	0.0	0.552	0.0	0.59218471155002	0.5897435897435898	0.5932203389830508	0.9857142857142858	0.42424242424242425	0.42073170731707316	0.9859154929577465	0.652	0.0	0.765	0.0	0.8591127141631019	0.7259259259259259	0.895184135977337	0.9423076923076923	0.8229166666666666	0.5903614457831325	0.9813664596273292	0.536
multi-qa-distilbert-cos-v1_mask	5	0.668	0.0	0.672	0.0	0.7872861957123926	0.6234939759036146	0.8645720476706392	0.5144987572493787	0.9358874120406567	0.7910828025477707	0.8033557046979866	0.676	0.0	0.681	0.0	0.8326618159788522	0.61139896373057	0.8971193415637859	0.5673076923076923	0.9159663865546218	0.6629213483146067	0.8790322580645161	0.69	0.0	0.69	0.0	0.8043456004468711	0.6055045871559633	0.8815426997245177	0.5	0.9411764705882353	0.7674418604651163	0.8290155440414507	0.651	0.0	0.668	0.0	0.8629959233237923	0.6190476190476191	0.912568306010929	0.6842105263157895	0.893048128342246	0.5652173913043478	0.9329608938547486	0.709	0.0	0.765	0.0	0.8818175402686677	0.7555555555555555	0.9249658935879945	0.6967213114754098	0.9495798319327731	0.8252427184466019	0.901595744680851	0.702	0.0	0.726	0.0	0.8344565322037162	0.7076923076923077	0.8882352941176471	0.6571428571428571	0.9151515151515152	0.7666666666666667	0.8628571428571429	0.679	0.0	0.804	0.0	0.9278253825026839	0.8210526315789475	0.9567430025445292	0.75	0.9791666666666666	0.9069767441860465	0.9353233830845771	0.536
multi-qa-mpnet-base-cos-v1	5	0.52	0.0	0.515	0.0	0.5207393461453338	0.5698792210993345	0.4975525482291966	0.9577464788732394	0.3377638780297107	0.4056140350877193	0.9442622950819672	0.549	0.0	0.534	0.0	0.5600885412828638	0.46115288220551387	0.5889101338432123	0.8846153846153846	0.43137254901960786	0.31186440677966104	0.927710843373494	0.498	0.0	0.474	0.0	0.43611713440189437	0.49606299212598426	0.41284403669724773	0.9545454545454546	0.2647058823529412	0.3351063829787234	0.9375	0.518	0.0	0.545	0.0	0.6615956284153006	0.39999999999999997	0.7147540983606558	0.7631578947368421	0.5828877005347594	0.27102803738317754	0.923728813559322	0.641	0.0	0.659	0.0	0.6915585214546154	0.596401028277635	0.7240773286467487	0.9508196721311475	0.5770308123249299	0.4344569288389513	0.9716981132075472	0.564	0.0	0.56	0.0	0.5058145357012918	0.5461847389558233	0.48868778280542985	0.9714285714285714	0.32727272727272727	0.37988826815642457	0.9642857142857143	0.633	0.0	0.769	0.0	0.8335298392958087	0.6857142857142856	0.8735632183908045	0.9230769230769231	0.7916666666666666	0.5454545454545454	0.9743589743589743	0.593
multi-qa-mpnet-base-cos-v1_mask	5	0.673	0.0	0.678	0.0	0.8076153109793613	0.7123824451410659	0.8525512253917236	0.7531068765534383	0.8295543393275997	0.6758364312267658	0.8768595041322315	0.685	0.0	0.688	0.0	0.8210684952455631	0.6506024096385543	0.8707280832095097	0.7788461538461539	0.8207282913165266	0.5586206896551724	0.9272151898734177	0.689	0.0	0.688	0.0	0.8036351471900091	0.6842105263157895	0.8500000000000001	0.7878787878787878	0.8	0.6046511627906976	0.9066666666666666	0.673	0.0	0.685	0.0	0.8402737458991656	0.597938144329897	0.8895184135977336	0.7631578947368421	0.839572192513369	0.4915254237288136	0.9457831325301205	0.717	0.0	0.761	0.0	0.8812523151098622	0.7769230769230769	0.9169054441260746	0.8278688524590164	0.896358543417367	0.7318840579710145	0.9384164222873901	0.695	0.0	0.708	0.0	0.8420659598952084	0.7532467532467533	0.879746835443038	0.8285714285714286	0.8424242424242424	0.6904761904761905	0.9205298013245033	0.705	0.0	0.81	0.0	0.9185914886243468	0.8113207547169811	0.9476439790575917	0.8269230769230769	0.9427083333333334	0.7962962962962963	0.9526315789473684	0.593
msmarco-distilbert-base-tas-b	5	0.414	0.0	0.418	0.0	0.5429535779225332	0.5663852647735994	0.531897265948633	0.9171499585749793	0.3764659890539484	0.4096965210954848	0.9059266227657573	0.526	0.0	0.492	0.0	0.6183479376155024	0.4986737400530504	0.653211009174312	0.9038461538461539	0.49859943977591037	0.3443223443223443	0.9468085106382979	0.385	0.0	0.359	0.0	0.415592631826742	0.48437499999999994	0.3888888888888889	0.9393939393939394	0.24705882352941178	0.3263157894736842	0.9130434782608695	0.561	0.0	0.586	0.0	0.7764488767196698	0.5289256198347108	0.8267477203647418	0.8421052631578947	0.7272727272727273	0.3855421686746988	0.9577464788732394	0.606	0.0	0.607	0.0	0.7183514561385126	0.6108108108108108	0.7551020408163266	0.9262295081967213	0.6218487394957983	0.45564516129032256	0.961038961038961	0.483	0.0	0.471	0.0	0.520603710530914	0.5432098765432098	0.5110132158590308	0.9428571428571428	0.3515151515151515	0.3815028901734104	0.9354838709677419	0.638	0.0	0.744	0.0	0.8726923870450074	0.7401574803149606	0.9085872576177285	0.9038461538461539	0.8541666666666666	0.6266666666666667	0.9704142011834319	0.174
